,Round,Time,Color,Move,Black,White,Depth,Cost,Score
436,9,0.013, X ,"(E, 1)",12,1,2,max,11.0
437,10,0.005, O ,"(F, 5)",11,3,2,hybrid,-8.0
438,11,0.008, X ,"(C, 6)",13,2,2,max,11.0
439,12,0.005, O ,"(C, 5)",12,4,2,hybrid,-8.0
440,13,0.01, X ,"(D, 6)",14,3,2,max,11.0
441,14,0.009, O ,"(E, 7)",13,5,2,hybrid,-8.0
442,15,0.011, X ,"(E, 6)",16,3,2,max,13.0
443,16,0.007, O ,"(C, 7)",15,5,2,hybrid,-10.0
444,17,0.014, X ,"(B, 6)",18,3,2,max,15.0
445,18,0.011, O ,"(A, 5)",17,5,2,hybrid,-12.0
446,19,0.012, X ,"(G, 4)",19,4,2,max,15.0
447,20,0.007, O ,"(B, 4)",17,7,2,hybrid,-10.0
448,21,0.011, X ,"(D, 7)",19,6,2,max,13.0
449,22,0.006, O ,"(F, 2)",17,9,2,hybrid,-8.0
450,23,0.019, X ,"(A, 3)",20,7,2,max,13.0
451,24,0.01, O ,"(C, 1)",19,9,2,hybrid,-10.0
452,25,0.017, X ,"(D, 1)",21,8,2,max,13.0
453,26,0.011, O ,"(H, 4)",20,10,2,hybrid,-10.0
454,27,0.018, X ,"(F, 1)",22,9,2,max,13.0
455,28,0.012, O ,"(G, 5)",21,11,2,hybrid,-10.0
456,29,0.016, X ,"(H, 3)",24,9,2,max,15.0
457,30,0.012, O ,"(B, 3)",22,12,2,hybrid,-10.0
458,31,0.022, X ,"(C, 4)",26,9,2,max,17.0
459,32,0.01, O ,"(F, 4)",23,13,2,hybrid,-10.0
460,33,0.019, X ,"(H, 5)",27,10,2,max,17.0
461,34,0.016, O ,"(H, 6)",26,12,2,hybrid,-14.0
462,35,0.016, X ,"(A, 4)",28,11,2,max,17.0
463,36,0.011, O ,"(D, 8)",27,13,2,hybrid,-14.0
464,37,0.012, X ,"(F, 6)",30,11,2,max,19.0
465,38,0.007, O ,"(B, 5)",29,13,2,hybrid,-16.0
466,39,0.009, X ,"(A, 6)",35,8,2,max,27.0
467,40,0.004, O ,"(F, 7)",33,11,2,hybrid,-22.0
468,41,0.007, X ,"(G, 6)",36,9,2,max,27.0
469,42,0.004, O ,"(G, 1)",32,14,2,hybrid,-18.0
470,43,0.006, X ,"(C, 8)",35,12,2,max,23.0
471,44,0.007, O ,"(H, 2)",31,17,2,hybrid,-14.0
472,45,0.005, X ,"(E, 8)",35,14,2,max,21.0
473,46,0.006, O ,"(F, 8)",32,18,2,hybrid,-14.0
474,47,0.004, X ,"(G, 2)",35,16,2,max,19.0
475,48,0.005, O ,"(B, 8)",29,23,2,hybrid,-6.0
476,49,0.003, X ,"(G, 7)",33,20,2,max,13.0
477,50,0.003, O ,"(B, 1)",30,24,2,hybrid,-6.0
478,51,0.001, X ,"(B, 2)",32,23,2,max,9.0
479,52,0.002, O ,"(H, 1)",30,26,2,hybrid,-4.0
480,53,0.001, X ,"(B, 7)",32,25,2,max,7.0
481,54,0.002, O ,"(A, 8)",29,29,2,hybrid,0.0
482,55,0.001, X ,"(A, 7)",31,28,2,max,3.0
483,56,0.001, O ,"(H, 7)",30,30,2,hybrid,0.0
484,57,0.0, O ,"(A, 2)",18,43,2,hybrid,25.0
485,58,0.001, X ,"(A, 1)",20,42,2,max,-22.0
486,59,0.0, O ,"(G, 8)",17,46,2,hybrid,29.0
487,60,0.001, X ,"(H, 8)",19,45,2,max,-26.0
488,0,0.0,,,2,2,2,,
489,1,0.006, X ,"(E, 3)",4,1,2,min,3.0
490,2,0.006, O ,"(F, 3)",3,3,2,max,0.0
491,3,0.006, X ,"(F, 4)",5,2,2,min,3.0
492,4,0.005, O ,"(D, 3)",3,5,2,max,2.0
493,5,0.012, X ,"(C, 2)",5,4,2,min,1.0
494,6,0.01, O ,"(F, 5)",3,7,2,max,4.0
495,7,0.012, X ,"(E, 2)",5,6,2,min,-1.0
496,8,0.009, O ,"(E, 1)",2,10,2,max,8.0
497,9,0.006, X ,"(F, 1)",4,9,2,min,-5.0
498,10,0.008, O ,"(D, 1)",3,11,2,max,8.0
499,11,0.006, X ,"(C, 1)",6,9,2,min,-3.0
500,12,0.008, O ,"(D, 2)",5,11,2,max,6.0
501,13,0.01, X ,"(F, 2)",8,9,2,min,-1.0
502,14,0.004, O ,"(B, 1)",7,11,2,max,4.0
503,15,0.012, X ,"(A, 1)",9,10,2,min,-1.0
504,16,0.005, O ,"(G, 2)",6,14,2,max,8.0
505,17,0.011, X ,"(B, 3)",8,13,2,min,-5.0
506,18,0.003, O ,"(B, 2)",7,15,2,max,8.0
507,19,0.013, X ,"(A, 3)",9,14,2,min,-5.0
508,20,0.004, O ,"(A, 2)",8,16,2,max,8.0
509,21,0.01, X ,"(G, 3)",10,15,2,min,-5.0
510,22,0.012, O ,"(H, 3)",9,17,2,max,8.0
511,23,0.014, X ,"(H, 4)",11,16,2,min,-5.0
512,24,0.011, O ,"(A, 4)",9,19,2,max,10.0
513,25,0.014, X ,"(B, 4)",12,17,2,min,-5.0
514,26,0.012, O ,"(C, 4)",10,20,2,max,10.0
515,27,0.012, X ,"(G, 4)",13,18,2,min,-5.0
516,28,0.006, O ,"(G, 5)",11,21,2,max,10.0
517,29,0.01, X ,"(H, 1)",13,20,2,min,-7.0
518,30,0.006, O ,"(G, 1)",11,23,2,max,12.0
519,31,0.009, X ,"(H, 5)",13,22,2,min,-9.0
520,32,0.002, O ,"(H, 6)",11,25,2,max,14.0
521,33,0.006, X ,"(C, 6)",14,23,2,min,-9.0
522,34,0.005, O ,"(E, 6)",13,25,2,max,12.0
523,35,0.01, X ,"(H, 2)",16,23,2,min,-7.0
524,36,0.003, O ,"(B, 7)",15,25,2,max,10.0
525,37,0.008, X ,"(A, 8)",19,22,2,min,-3.0
526,38,0.004, O ,"(C, 5)",18,24,2,max,6.0
527,39,0.007, X ,"(F, 6)",21,22,2,min,-1.0
528,40,0.006, O ,"(G, 6)",18,26,2,max,8.0
529,41,0.008, X ,"(D, 7)",21,24,2,min,-3.0
530,42,0.006, O ,"(C, 8)",17,29,2,max,12.0
531,43,0.008, X ,"(E, 8)",19,28,2,min,-9.0
532,44,0.004, O ,"(C, 7)",18,30,2,max,12.0
533,45,0.008, X ,"(F, 7)",21,28,2,min,-7.0
534,46,0.005, O ,"(A, 6)",20,30,2,max,10.0
535,47,0.006, X ,"(A, 5)",24,27,2,min,-3.0
536,48,0.002, O ,"(E, 7)",22,30,2,max,8.0
537,49,0.005, X ,"(B, 6)",26,27,2,min,-1.0
538,50,0.005, O ,"(A, 7)",21,33,2,max,12.0
539,51,0.005, X ,"(D, 8)",24,31,2,min,-7.0
540,52,0.004, O ,"(F, 8)",21,35,2,max,14.0
541,53,0.004, X ,"(B, 5)",29,28,2,min,1.0
542,54,0.001, O ,"(C, 3)",26,32,2,max,6.0
543,55,0.001, X ,"(D, 6)",29,30,2,min,-1.0
544,56,0.001, O ,"(B, 8)",25,35,2,max,10.0
545,57,0.002, X ,"(G, 7)",34,27,2,min,7.0
546,58,0.001, O ,"(G, 8)",28,34,2,max,6.0
547,59,0.0, X ,"(H, 8)",36,27,2,min,9.0
548,60,0.0, O ,"(H, 7)",35,29,2,max,-6.0
549,0,0.0,,,2,2,2,,
550,1,0.006, X ,"(E, 3)",4,1,2,min,3.0
551,2,0.005, O ,"(D, 3)",3,3,2,hybrid,0.0
552,3,0.008, X ,"(C, 2)",5,2,2,min,3.0
553,4,0.01, O ,"(D, 2)",4,4,2,hybrid,0.0
554,5,0.011, X ,"(C, 1)",6,3,2,min,3.0
555,6,0.01, O ,"(D, 1)",5,5,2,hybrid,0.0
556,7,0.009, X ,"(E, 1)",7,4,2,min,3.0
557,8,0.01, O ,"(F, 2)",6,6,2,hybrid,0.0
558,9,0.016, X ,"(G, 3)",8,5,2,min,3.0
559,10,0.014, O ,"(F, 3)",7,7,2,hybrid,0.0
560,11,0.009, X ,"(F, 5)",10,5,2,min,5.0
561,12,0.012, O ,"(F, 4)",9,7,2,hybrid,-2.0
562,13,0.007, X ,"(C, 3)",12,5,2,min,7.0
563,14,0.015, O ,"(C, 5)",11,7,2,hybrid,-4.0
564,15,0.007, X ,"(E, 2)",14,5,2,min,9.0
565,16,0.011, O ,"(F, 1)",13,7,2,hybrid,-6.0
566,17,0.013, X ,"(C, 4)",15,6,2,min,9.0
567,18,0.016, O ,"(H, 3)",14,8,2,hybrid,-6.0
568,19,0.015, X ,"(G, 5)",16,7,2,min,9.0
569,20,0.011, O ,"(D, 6)",14,10,2,hybrid,-4.0
570,21,0.015, X ,"(G, 4)",17,8,2,min,9.0
571,22,0.015, O ,"(H, 5)",15,11,2,hybrid,-4.0
572,23,0.016, X ,"(H, 4)",18,9,2,min,9.0
573,24,0.011, O ,"(B, 5)",15,13,2,hybrid,-2.0
574,25,0.014, X ,"(B, 4)",17,12,2,min,5.0
575,26,0.01, O ,"(A, 3)",16,14,2,hybrid,-2.0
576,27,0.016, X ,"(A, 5)",18,13,2,min,5.0
577,28,0.008, O ,"(B, 3)",15,17,2,hybrid,2.0
578,29,0.015, X ,"(H, 6)",18,15,2,min,3.0
579,30,0.008, O ,"(G, 2)",15,19,2,hybrid,4.0
580,31,0.013, X ,"(F, 6)",18,17,2,min,1.0
581,32,0.009, O ,"(E, 6)",15,21,2,hybrid,6.0
582,33,0.012, X ,"(B, 6)",17,20,2,min,-3.0
583,34,0.011, O ,"(C, 6)",16,22,2,hybrid,6.0
584,35,0.011, X ,"(D, 7)",19,20,2,min,-1.0
585,36,0.016, O ,"(D, 8)",15,25,2,hybrid,10.0
586,37,0.009, X ,"(G, 6)",19,22,2,min,-3.0
587,38,0.01, O ,"(H, 2)",17,25,2,hybrid,8.0
588,39,0.009, X ,"(H, 1)",22,21,2,min,1.0
589,40,0.008, O ,"(G, 1)",21,23,2,hybrid,2.0
590,41,0.008, X ,"(A, 6)",24,21,2,min,3.0
591,42,0.006, O ,"(A, 4)",23,23,2,hybrid,0.0
592,43,0.011, X ,"(E, 7)",26,21,2,min,5.0
593,44,0.012, O ,"(F, 8)",25,23,2,hybrid,-2.0
594,45,0.006, X ,"(E, 8)",27,22,2,min,5.0
595,46,0.008, O ,"(F, 7)",23,27,2,hybrid,4.0
596,47,0.006, X ,"(C, 7)",27,24,2,min,3.0
597,48,0.006, O ,"(C, 8)",23,29,2,hybrid,6.0
598,49,0.006, X ,"(A, 2)",26,27,2,min,-1.0
599,50,0.005, O ,"(A, 7)",25,29,2,hybrid,4.0
600,51,0.006, X ,"(A, 8)",27,28,2,min,-1.0
601,52,0.003, O ,"(G, 7)",25,31,2,hybrid,6.0
602,53,0.003, X ,"(H, 8)",28,29,2,min,-1.0
603,54,0.003, O ,"(G, 8)",27,31,2,hybrid,4.0
604,55,0.003, X ,"(H, 7)",30,29,2,min,1.0
605,56,0.004, O ,"(B, 2)",28,32,2,hybrid,4.0
606,57,0.002, X ,"(A, 1)",32,29,2,min,3.0
607,58,0.001, O ,"(B, 1)",28,34,2,hybrid,6.0
608,59,0.001, X ,"(B, 8)",32,31,2,min,1.0
609,60,0.0, O ,"(B, 7)",31,33,2,hybrid,2.0
610,0,0.0,,,2,2,2,,
611,1,0.007, X ,"(E, 3)",4,1,2,hybrid,3.0
612,2,0.005, O ,"(F, 3)",3,3,2,max,0.0
613,3,0.006, X ,"(F, 4)",5,2,2,hybrid,3.0
614,4,0.004, O ,"(D, 3)",3,5,2,max,2.0
615,5,0.012, X ,"(C, 2)",5,4,2,hybrid,1.0
616,6,0.011, O ,"(F, 5)",3,7,2,max,4.0
617,7,0.012, X ,"(E, 2)",5,6,2,hybrid,-1.0
618,8,0.01, O ,"(E, 1)",2,10,2,max,8.0
619,9,0.006, X ,"(F, 1)",4,9,2,hybrid,-5.0
620,10,0.008, O ,"(D, 1)",3,11,2,max,8.0
621,11,0.006, X ,"(C, 1)",6,9,2,hybrid,-3.0
622,12,0.006, O ,"(D, 2)",5,11,2,max,6.0
623,13,0.01, X ,"(F, 2)",8,9,2,hybrid,-1.0
624,14,0.004, O ,"(B, 1)",7,11,2,max,4.0
625,15,0.02, X ,"(A, 1)",9,10,2,hybrid,-1.0
626,16,0.005, O ,"(G, 2)",6,14,2,max,8.0
627,17,0.012, X ,"(B, 3)",8,13,2,hybrid,-5.0
628,18,0.002, O ,"(B, 2)",7,15,2,max,8.0
629,19,0.011, X ,"(A, 3)",9,14,2,hybrid,-5.0
630,20,0.004, O ,"(A, 2)",8,16,2,max,8.0
631,21,0.01, X ,"(G, 3)",10,15,2,hybrid,-5.0
632,22,0.012, O ,"(H, 3)",9,17,2,max,8.0
633,23,0.013, X ,"(H, 4)",11,16,2,hybrid,-5.0
634,24,0.01, O ,"(A, 4)",9,19,2,max,10.0
635,25,0.014, X ,"(B, 4)",12,17,2,hybrid,-5.0
636,26,0.011, O ,"(C, 4)",10,20,2,max,10.0
637,27,0.012, X ,"(G, 4)",13,18,2,hybrid,-5.0
638,28,0.006, O ,"(G, 5)",11,21,2,max,10.0
639,29,0.011, X ,"(H, 1)",13,20,2,hybrid,-7.0
640,30,0.005, O ,"(G, 1)",11,23,2,max,12.0
641,31,0.008, X ,"(H, 5)",13,22,2,hybrid,-9.0
642,32,0.002, O ,"(H, 6)",11,25,2,max,14.0
643,33,0.006, X ,"(C, 6)",14,23,2,hybrid,-9.0
644,34,0.006, O ,"(E, 6)",13,25,2,max,12.0
645,35,0.007, X ,"(H, 2)",16,23,2,hybrid,-7.0
646,36,0.003, O ,"(B, 7)",15,25,2,max,10.0
647,37,0.008, X ,"(A, 8)",19,22,2,hybrid,-3.0
648,38,0.004, O ,"(C, 5)",18,24,2,max,6.0
649,39,0.007, X ,"(F, 6)",21,22,2,hybrid,-1.0
650,40,0.004, O ,"(G, 6)",18,26,2,max,8.0
651,41,0.006, X ,"(D, 7)",21,24,2,hybrid,-3.0
652,42,0.007, O ,"(C, 8)",17,29,2,max,12.0
653,43,0.007, X ,"(E, 8)",19,28,2,hybrid,-9.0
654,44,0.003, O ,"(C, 7)",18,30,2,max,12.0
655,45,0.006, X ,"(F, 7)",21,28,2,hybrid,-7.0
656,46,0.005, O ,"(A, 6)",20,30,2,max,10.0
657,47,0.006, X ,"(C, 3)",27,24,2,hybrid,3.0
658,48,0.003, O ,"(D, 6)",25,27,2,max,2.0
659,49,0.005, X ,"(B, 5)",33,20,2,hybrid,13.0
660,50,0.004, O ,"(B, 6)",28,26,2,max,-2.0
661,51,0.004, X ,"(B, 8)",33,22,2,hybrid,11.0
662,52,0.005, O ,"(F, 8)",30,26,2,max,-4.0
663,53,0.003, X ,"(D, 8)",32,25,2,hybrid,7.0
664,54,0.003, O ,"(E, 7)",31,27,2,max,-4.0
665,55,0.002, X ,"(A, 5)",35,24,2,hybrid,11.0
666,56,0.001, O ,"(A, 7)",31,29,2,max,-2.0
667,57,0.006, X ,"(H, 7)",39,22,2,hybrid,17.0
668,58,0.001, O ,"(G, 7)",38,24,2,max,-14.0
669,59,0.001, X ,"(H, 8)",41,22,2,hybrid,19.0
670,60,0.0, O ,"(G, 8)",40,24,2,max,-16.0
671,0,0.0,,,2,2,2,,
672,1,0.011, X ,"(E, 3)",4,1,2,hybrid,3.0
673,2,0.005, O ,"(D, 3)",3,3,2,min,0.0
674,3,0.007, X ,"(C, 2)",5,2,2,hybrid,3.0
675,4,0.013, O ,"(D, 2)",4,4,2,min,0.0
676,5,0.011, X ,"(C, 1)",6,3,2,hybrid,3.0
677,6,0.011, O ,"(D, 1)",5,5,2,min,0.0
678,7,0.01, X ,"(E, 1)",7,4,2,hybrid,3.0
679,8,0.009, O ,"(F, 2)",6,6,2,min,0.0
680,9,0.018, X ,"(G, 3)",8,5,2,hybrid,3.0
681,10,0.019, O ,"(F, 3)",7,7,2,min,0.0
682,11,0.016, X ,"(F, 5)",10,5,2,hybrid,5.0
683,12,0.013, O ,"(F, 4)",9,7,2,min,-2.0
684,13,0.01, X ,"(C, 3)",12,5,2,hybrid,7.0
685,14,0.018, O ,"(C, 5)",11,7,2,min,-4.0
686,15,0.01, X ,"(E, 2)",14,5,2,hybrid,9.0
687,16,0.012, O ,"(F, 1)",13,7,2,min,-6.0
688,17,0.014, X ,"(C, 4)",15,6,2,hybrid,9.0
689,18,0.019, O ,"(H, 3)",14,8,2,min,-6.0
690,19,0.02, X ,"(G, 5)",16,7,2,hybrid,9.0
691,20,0.015, O ,"(D, 6)",14,10,2,min,-4.0
692,21,0.021, X ,"(G, 4)",17,8,2,hybrid,9.0
693,22,0.017, O ,"(H, 5)",15,11,2,min,-4.0
694,23,0.028, X ,"(H, 4)",18,9,2,hybrid,9.0
695,24,0.012, O ,"(B, 5)",15,13,2,min,-2.0
696,25,0.015, X ,"(B, 4)",17,12,2,hybrid,5.0
697,26,0.014, O ,"(A, 3)",16,14,2,min,-2.0
698,27,0.02, X ,"(A, 5)",18,13,2,hybrid,5.0
699,28,0.008, O ,"(B, 3)",15,17,2,min,2.0
700,29,0.015, X ,"(H, 6)",18,15,2,hybrid,3.0
701,30,0.007, O ,"(G, 2)",15,19,2,min,4.0
702,31,0.015, X ,"(F, 6)",18,17,2,hybrid,1.0
703,32,0.015, O ,"(E, 6)",15,21,2,min,6.0
704,33,0.016, X ,"(B, 6)",17,20,2,hybrid,-3.0
705,34,0.022, O ,"(C, 6)",16,22,2,min,6.0
706,35,0.014, X ,"(D, 7)",19,20,2,hybrid,-1.0
707,36,0.016, O ,"(D, 8)",15,25,2,min,10.0
708,37,0.01, X ,"(G, 6)",19,22,2,hybrid,-3.0
709,38,0.015, O ,"(H, 2)",17,25,2,min,8.0
710,39,0.01, X ,"(H, 1)",22,21,2,hybrid,1.0
711,40,0.008, O ,"(G, 1)",21,23,2,min,2.0
712,41,0.01, X ,"(A, 6)",24,21,2,hybrid,3.0
713,42,0.007, O ,"(A, 4)",23,23,2,min,0.0
714,43,0.01, X ,"(E, 7)",26,21,2,hybrid,5.0
715,44,0.007, O ,"(F, 8)",25,23,2,min,-2.0
716,45,0.007, X ,"(E, 8)",27,22,2,hybrid,5.0
717,46,0.006, O ,"(F, 7)",23,27,2,min,4.0
718,47,0.005, X ,"(C, 8)",29,22,2,hybrid,7.0
719,48,0.007, O ,"(C, 7)",28,24,2,min,-4.0
720,49,0.007, X ,"(A, 2)",32,21,2,hybrid,11.0
721,50,0.014, O ,"(B, 8)",29,25,2,min,-4.0
722,51,0.005, X ,"(B, 2)",32,23,2,hybrid,9.0
723,52,0.003, O ,"(A, 1)",28,28,2,min,0.0
724,53,0.003, X ,"(B, 1)",30,27,2,hybrid,3.0
725,54,0.003, O ,"(A, 7)",24,34,2,min,10.0
726,55,0.002, X ,"(G, 8)",26,33,2,hybrid,-7.0
727,56,0.002, O ,"(H, 8)",25,35,2,min,10.0
728,57,0.001, X ,"(G, 7)",30,31,2,hybrid,-1.0
729,58,0.001, O ,"(H, 7)",28,34,2,min,6.0
730,59,0.003, X ,"(B, 7)",34,29,2,hybrid,5.0
731,60,0.0, O ,"(A, 8)",29,35,2,min,6.0
732,0,0.0,,,2,2,3,,
733,1,0.015, X ,"(E, 3)",4,1,3,max,3.0
734,2,0.019, O ,"(D, 3)",3,3,3,min,0.0
735,3,0.022, X ,"(C, 2)",5,2,3,max,3.0
736,4,0.022, O ,"(D, 2)",4,4,3,min,0.0
737,5,0.044, X ,"(C, 1)",6,3,3,max,3.0
738,6,0.032, O ,"(D, 1)",5,5,3,min,0.0
739,7,0.036, X ,"(E, 1)",7,4,3,max,3.0
740,8,0.043, O ,"(F, 2)",6,6,3,min,0.0
741,9,0.053, X ,"(D, 6)",11,2,3,max,9.0
742,10,0.018, O ,"(C, 3)",10,4,3,min,-6.0
743,11,0.044, X ,"(E, 2)",12,3,3,max,9.0
744,12,0.06, O ,"(F, 1)",11,5,3,min,-6.0
745,13,0.063, X ,"(B, 3)",14,3,3,max,11.0
746,14,0.036, O ,"(C, 4)",13,5,3,min,-8.0
747,15,0.044, X ,"(F, 3)",15,4,3,max,11.0
748,16,0.084, O ,"(F, 5)",14,6,3,min,-8.0
749,17,0.074, X ,"(G, 6)",18,3,3,max,15.0
750,18,0.059, O ,"(E, 6)",17,5,3,min,-12.0
751,19,0.082, X ,"(B, 4)",19,4,3,max,15.0
752,20,0.103, O ,"(F, 4)",18,6,3,min,-12.0
753,21,0.078, X ,"(G, 4)",21,4,3,max,17.0
754,22,0.095, O ,"(C, 5)",19,7,3,min,-12.0
755,23,0.089, X ,"(C, 6)",22,5,3,max,17.0
756,24,0.098, O ,"(G, 3)",21,7,3,min,-14.0
757,25,0.053, X ,"(H, 3)",25,4,3,max,21.0
758,26,0.068, O ,"(A, 4)",23,7,3,min,-16.0
759,27,0.055, X ,"(A, 3)",25,6,3,max,19.0
760,28,0.081, O ,"(C, 7)",23,9,3,min,-14.0
761,29,0.082, X ,"(C, 8)",28,5,3,max,23.0
762,30,0.069, O ,"(B, 6)",25,9,3,min,-16.0
763,31,0.06, X ,"(A, 5)",28,7,3,max,21.0
764,32,0.101, O ,"(A, 6)",27,9,3,min,-18.0
765,33,0.052, X ,"(E, 7)",31,6,3,max,25.0
766,34,0.06, O ,"(D, 7)",29,9,3,min,-20.0
767,35,0.035, X ,"(D, 8)",34,5,3,max,29.0
768,36,0.044, O ,"(B, 5)",31,9,3,min,-22.0
769,37,0.021, X ,"(G, 1)",34,7,3,max,27.0
770,38,0.037, O ,"(F, 6)",32,10,3,min,-22.0
771,39,0.029, X ,"(F, 7)",35,8,3,max,27.0
772,40,0.052, O ,"(F, 8)",34,10,3,min,-24.0
773,41,0.027, X ,"(E, 8)",36,9,3,max,27.0
774,42,0.04, O ,"(G, 2)",32,14,3,min,-18.0
775,43,0.031, X ,"(A, 7)",35,12,3,max,23.0
776,44,0.041, O ,"(B, 8)",31,17,3,min,-14.0
777,45,0.015, X ,"(H, 2)",35,14,3,max,21.0
778,46,0.024, O ,"(H, 1)",34,16,3,min,-18.0
779,47,0.005, X ,"(B, 7)",36,15,3,max,21.0
780,48,0.016, O ,"(A, 8)",35,17,3,min,-18.0
781,49,0.021, O ,"(G, 8)",33,20,3,min,-13.0
782,50,0.004, X ,"(G, 7)",35,19,3,max,16.0
783,51,0.011, O ,"(B, 1)",29,26,3,min,-3.0
784,52,0.002, X ,"(B, 2)",31,25,3,max,6.0
785,53,0.012, O ,"(H, 5)",28,29,3,min,1.0
786,54,0.007, X ,"(H, 6)",30,28,3,max,2.0
787,55,0.006, O ,"(H, 4)",26,33,3,min,7.0
788,56,0.004, O ,"(G, 5)",17,43,3,min,26.0
789,57,0.002, X ,"(H, 8)",21,40,3,max,-19.0
790,58,0.0, O ,"(H, 7)",19,43,3,min,24.0
791,59,0.001, O ,"(A, 1)",14,49,3,min,35.0
792,60,0.0, X ,"(A, 2)",16,48,3,max,-32.0
793,0,0.0,,,2,2,3,,
794,1,0.015, X ,"(E, 3)",4,1,3,max,3.0
795,2,0.013, O ,"(D, 3)",3,3,3,hybrid,0.0
796,3,0.023, X ,"(C, 2)",5,2,3,max,3.0
797,4,0.023, O ,"(D, 2)",4,4,3,hybrid,0.0
798,5,0.04, X ,"(C, 1)",6,3,3,max,3.0
799,6,0.04, O ,"(D, 1)",5,5,3,hybrid,0.0
800,7,0.037, X ,"(E, 1)",7,4,3,max,3.0
801,8,0.042, O ,"(F, 2)",6,6,3,hybrid,0.0
802,9,0.053, X ,"(D, 6)",11,2,3,max,9.0
803,10,0.019, O ,"(C, 3)",10,4,3,hybrid,-6.0
804,11,0.046, X ,"(E, 2)",12,3,3,max,9.0
805,12,0.058, O ,"(F, 1)",11,5,3,hybrid,-6.0
806,13,0.051, X ,"(B, 3)",14,3,3,max,11.0
807,14,0.03, O ,"(C, 4)",13,5,3,hybrid,-8.0
808,15,0.042, X ,"(F, 3)",15,4,3,max,11.0
809,16,0.084, O ,"(F, 5)",14,6,3,hybrid,-8.0
810,17,0.085, X ,"(G, 6)",18,3,3,max,15.0
811,18,0.057, O ,"(E, 6)",17,5,3,hybrid,-12.0
812,19,0.084, X ,"(B, 4)",19,4,3,max,15.0
813,20,0.086, O ,"(F, 4)",18,6,3,hybrid,-12.0
814,21,0.076, X ,"(G, 4)",21,4,3,max,17.0
815,22,0.103, O ,"(C, 5)",19,7,3,hybrid,-12.0
816,23,0.085, X ,"(C, 6)",22,5,3,max,17.0
817,24,0.097, O ,"(G, 3)",21,7,3,hybrid,-14.0
818,25,0.053, X ,"(H, 3)",25,4,3,max,21.0
819,26,0.066, O ,"(A, 4)",23,7,3,hybrid,-16.0
820,27,0.053, X ,"(A, 3)",25,6,3,max,19.0
821,28,0.082, O ,"(C, 7)",23,9,3,hybrid,-14.0
822,29,0.094, X ,"(C, 8)",28,5,3,max,23.0
823,30,0.071, O ,"(B, 6)",25,9,3,hybrid,-16.0
824,31,0.06, X ,"(A, 5)",28,7,3,max,21.0
825,32,0.085, O ,"(A, 6)",27,9,3,hybrid,-18.0
826,33,0.051, X ,"(E, 7)",31,6,3,max,25.0
827,34,0.057, O ,"(D, 7)",29,9,3,hybrid,-20.0
828,35,0.04, X ,"(D, 8)",34,5,3,max,29.0
829,36,0.045, O ,"(B, 5)",31,9,3,hybrid,-22.0
830,37,0.022, X ,"(G, 1)",34,7,3,max,27.0
831,38,0.037, O ,"(F, 6)",32,10,3,hybrid,-22.0
832,39,0.03, X ,"(F, 7)",35,8,3,max,27.0
833,40,0.052, O ,"(F, 8)",34,10,3,hybrid,-24.0
834,41,0.027, X ,"(E, 8)",36,9,3,max,27.0
835,42,0.041, O ,"(G, 2)",32,14,3,hybrid,-18.0
836,43,0.026, X ,"(A, 7)",35,12,3,max,23.0
837,44,0.04, O ,"(B, 8)",31,17,3,hybrid,-14.0
838,45,0.014, X ,"(H, 2)",35,14,3,max,21.0
839,46,0.023, O ,"(H, 1)",34,16,3,hybrid,-18.0
840,47,0.007, X ,"(B, 7)",36,15,3,max,21.0
841,48,0.015, O ,"(B, 1)",30,22,3,hybrid,-8.0
842,49,0.004, X ,"(B, 2)",32,21,3,max,11.0
843,50,0.013, O ,"(G, 5)",23,31,3,hybrid,8.0
844,51,0.008, X ,"(G, 7)",26,29,3,max,-3.0
845,52,0.011, O ,"(A, 8)",25,31,3,hybrid,6.0
846,53,0.006, X ,"(H, 5)",30,27,3,max,3.0
847,54,0.006, O ,"(H, 4)",25,33,3,hybrid,8.0
848,55,0.006, O ,"(A, 1)",21,38,3,hybrid,17.0
849,56,0.002, X ,"(A, 2)",23,37,3,max,-14.0
850,57,0.006, O ,"(H, 8)",22,39,3,hybrid,17.0
851,58,0.006, X ,"(H, 7)",24,38,3,max,-14.0
852,59,0.0, O ,"(H, 6)",20,43,3,hybrid,23.0
853,60,0.0, O ,"(G, 8)",18,46,3,hybrid,28.0
854,0,0.0,,,2,2,3,,
855,1,0.014, X ,"(E, 3)",4,1,3,min,3.0
856,2,0.017, O ,"(F, 5)",3,3,3,max,0.0
857,3,0.022, X ,"(C, 6)",5,2,3,min,3.0
858,4,0.023, O ,"(C, 5)",4,4,3,max,0.0
859,5,0.035, X ,"(C, 4)",6,3,3,min,3.0
860,6,0.044, O ,"(E, 2)",4,6,3,max,2.0
861,7,0.027, X ,"(F, 2)",6,5,3,min,1.0
862,8,0.064, O ,"(C, 3)",5,7,3,max,2.0
863,9,0.046, X ,"(C, 2)",7,6,3,min,1.0
864,10,0.068, O ,"(B, 6)",6,8,3,max,2.0
865,11,0.061, X ,"(A, 6)",8,7,3,min,1.0
866,12,0.032, O ,"(C, 1)",5,11,3,max,6.0
867,13,0.027, X ,"(E, 1)",7,10,3,min,-3.0
868,14,0.022, O ,"(C, 7)",6,12,3,max,6.0
869,15,0.02, X ,"(D, 6)",8,11,3,min,-3.0
