,Round,Time,Color,Move,Black,White,Depth,Cost,Score
1716,9,0.428, X ,"(D, 3)",5,8,5,hybrid,-3.0
1717,10,0.594, O ,"(D, 6)",2,12,5,max,10.0
1718,11,0.778, X ,"(E, 6)",4,11,5,hybrid,-7.0
1719,12,0.506, O ,"(G, 3)",3,13,5,max,10.0
1720,13,0.563, X ,"(C, 4)",5,12,5,hybrid,-7.0
1721,14,0.631, O ,"(B, 4)",4,14,5,max,10.0
1722,15,0.732, X ,"(B, 3)",6,13,5,hybrid,-7.0
1723,16,0.905, O ,"(B, 5)",5,15,5,max,10.0
1724,17,1.568, X ,"(A, 4)",7,14,5,hybrid,-7.0
1725,18,1.054, O ,"(A, 3)",6,16,5,max,10.0
1726,19,0.987, X ,"(F, 3)",8,15,5,hybrid,-7.0
1727,20,0.987, O ,"(A, 6)",7,17,5,max,10.0
1728,21,1.25, X ,"(H, 3)",9,16,5,hybrid,-7.0
1729,22,0.863, O ,"(A, 5)",8,18,5,max,10.0
1730,23,0.914, X ,"(C, 2)",10,17,5,hybrid,-7.0
1731,24,1.332, O ,"(C, 1)",9,19,5,max,10.0
1732,25,0.76, X ,"(F, 4)",11,18,5,hybrid,-7.0
1733,26,0.942, O ,"(G, 4)",8,22,5,max,14.0
1734,27,1.308, X ,"(G, 6)",11,20,5,hybrid,-9.0
1735,28,1.163, O ,"(H, 4)",10,22,5,max,12.0
1736,29,0.693, X ,"(H, 5)",12,21,5,hybrid,-9.0
1737,30,0.636, O ,"(E, 7)",9,25,5,max,16.0
1738,31,1.178, X ,"(F, 6)",11,24,5,hybrid,-13.0
1739,32,0.895, O ,"(C, 7)",10,26,5,max,16.0
1740,33,1.163, X ,"(D, 7)",12,25,5,hybrid,-13.0
1741,34,0.948, O ,"(E, 8)",10,28,5,max,18.0
1742,35,0.911, X ,"(B, 6)",12,27,5,hybrid,-15.0
1743,36,0.494, O ,"(H, 6)",6,34,5,max,28.0
1744,37,0.754, X ,"(F, 7)",10,31,5,hybrid,-21.0
1745,38,0.535, O ,"(C, 5)",9,33,5,max,24.0
1746,39,0.598, X ,"(D, 1)",14,29,5,hybrid,-15.0
1747,40,0.545, O ,"(F, 1)",12,32,5,max,20.0
1748,41,0.883, X ,"(G, 5)",15,30,5,hybrid,-15.0
1749,42,0.933, O ,"(F, 8)",10,36,5,max,26.0
1750,43,0.312, X ,"(H, 7)",12,35,5,hybrid,-23.0
1751,44,0.076, O ,"(G, 7)",9,39,5,max,30.0
1752,45,0.195, X ,"(D, 8)",18,31,5,hybrid,-13.0
1753,46,0.063, O ,"(C, 8)",15,35,5,max,20.0
1754,47,0.188, X ,"(H, 8)",17,34,5,hybrid,-17.0
1755,48,0.042, O ,"(G, 8)",16,36,5,max,20.0
1756,49,0.12, X ,"(H, 2)",20,33,5,hybrid,-13.0
1757,50,0.029, O ,"(G, 2)",19,35,5,max,16.0
1758,51,0.067, X ,"(H, 1)",23,32,5,hybrid,-9.0
1759,52,0.019, O ,"(G, 1)",22,34,5,max,12.0
1760,53,0.041, X ,"(B, 8)",29,28,5,hybrid,1.0
1761,54,0.009, O ,"(B, 7)",28,30,5,max,2.0
1762,55,0.013, X ,"(A, 8)",31,28,5,hybrid,3.0
1763,56,0.004, O ,"(A, 7)",30,30,5,max,0.0
1764,57,0.003, X ,"(A, 2)",38,23,5,hybrid,15.0
1765,58,0.001, O ,"(B, 2)",37,25,5,max,-12.0
1766,59,0.0, X ,"(A, 1)",40,23,5,hybrid,17.0
1767,60,0.001, O ,"(B, 1)",39,25,5,max,-14.0
1768,0,0.0,,,2,2,5,,
1769,1,0.103, X ,"(E, 3)",4,1,5,hybrid,3.0
1770,2,0.166, O ,"(F, 5)",3,3,5,min,0.0
1771,3,0.261, X ,"(C, 6)",5,2,5,hybrid,3.0
1772,4,0.251, O ,"(D, 3)",4,4,5,min,0.0
1773,5,0.421, X ,"(D, 2)",6,3,5,hybrid,3.0
1774,6,0.35, O ,"(C, 2)",5,5,5,min,0.0
1775,7,0.638, X ,"(C, 3)",7,4,5,hybrid,3.0
1776,8,1.018, O ,"(C, 4)",5,7,5,min,2.0
1777,9,0.942, X ,"(F, 3)",7,6,5,hybrid,1.0
1778,10,1.187, O ,"(E, 2)",3,11,5,min,8.0
1779,11,0.512, X ,"(D, 1)",8,7,5,hybrid,1.0
1780,12,0.892, O ,"(C, 1)",7,9,5,min,2.0
1781,13,1.226, X ,"(F, 2)",9,8,5,hybrid,1.0
1782,14,1.513, O ,"(F, 4)",8,10,5,min,2.0
1783,15,1.564, X ,"(B, 3)",12,7,5,hybrid,5.0
1784,16,1.262, O ,"(E, 1)",10,10,5,min,0.0
1785,17,1.16, X ,"(F, 1)",12,9,5,hybrid,3.0
1786,18,2.173, O ,"(G, 3)",10,12,5,min,2.0
1787,19,2.801, X ,"(H, 3)",14,9,5,hybrid,5.0
1788,20,2.52, O ,"(G, 4)",12,12,5,min,0.0
1789,21,3.588, X ,"(H, 4)",16,9,5,hybrid,7.0
1790,22,3.438, O ,"(B, 4)",15,11,5,min,-4.0
1791,23,1.667, X ,"(A, 4)",17,10,5,hybrid,7.0
1792,24,2.634, O ,"(G, 5)",15,13,5,min,-2.0
1793,25,1.318, X ,"(D, 6)",18,11,5,hybrid,7.0
1794,26,2.861, O ,"(H, 5)",17,13,5,min,-4.0
1795,27,1.269, X ,"(E, 6)",20,11,5,hybrid,9.0
1796,28,2.418, O ,"(A, 3)",19,13,5,min,-6.0
1797,29,1.523, X ,"(F, 6)",21,12,5,hybrid,9.0
1798,30,1.905, O ,"(H, 6)",19,15,5,min,-4.0
1799,31,1.242, X ,"(G, 6)",21,14,5,hybrid,7.0
1800,32,1.202, O ,"(A, 5)",19,17,5,min,-2.0
1801,33,0.634, X ,"(B, 1)",23,14,5,hybrid,9.0
1802,34,1.352, O ,"(C, 5)",17,21,5,min,4.0
1803,35,0.832, X ,"(B, 5)",19,20,5,hybrid,-1.0
1804,36,1.019, O ,"(A, 6)",16,24,5,min,8.0
1805,37,0.638, X ,"(H, 7)",19,22,5,hybrid,-3.0
1806,38,0.937, O ,"(E, 7)",16,26,5,min,10.0
1807,39,0.795, X ,"(C, 7)",20,23,5,hybrid,-3.0
1808,40,0.985, O ,"(D, 7)",18,26,5,min,8.0
1809,41,1.359, X ,"(F, 7)",23,22,5,hybrid,1.0
1810,42,1.255, O ,"(D, 8)",20,26,5,min,6.0
1811,43,1.0, X ,"(B, 6)",25,22,5,hybrid,3.0
1812,44,0.808, O ,"(F, 8)",21,27,5,min,6.0
1813,45,0.735, X ,"(E, 8)",25,24,5,hybrid,1.0
1814,46,0.535, O ,"(A, 7)",24,26,5,min,2.0
1815,47,0.476, X ,"(B, 2)",27,24,5,hybrid,3.0
1816,48,0.433, O ,"(A, 1)",23,29,5,min,6.0
1817,49,0.145, X ,"(A, 2)",28,25,5,hybrid,3.0
1818,50,0.409, O ,"(B, 8)",26,28,5,min,2.0
1819,51,0.073, X ,"(G, 2)",31,24,5,hybrid,7.0
1820,52,0.11, O ,"(C, 8)",29,27,5,min,-2.0
1821,53,0.042, X ,"(B, 7)",35,22,5,hybrid,13.0
1822,54,0.035, O ,"(G, 8)",34,24,5,min,-10.0
1823,55,0.016, X ,"(A, 8)",43,16,5,hybrid,27.0
1824,56,0.011, O ,"(G, 7)",42,18,5,min,-24.0
1825,57,0.007, X ,"(H, 8)",50,11,5,hybrid,39.0
1826,58,0.001, O ,"(H, 2)",49,13,5,min,-36.0
1827,59,0.0, X ,"(H, 1)",51,12,5,hybrid,39.0
1828,60,0.0, O ,"(G, 1)",44,20,5,min,-24.0
1829,0,0.0,,,2,2,6,,
1830,1,0.525, X ,"(E, 3)",4,1,6,max,3.0
1831,2,0.47, O ,"(F, 5)",3,3,6,min,0.0
1832,3,0.496, X ,"(C, 6)",5,2,6,max,3.0
1833,4,0.834, O ,"(D, 3)",4,4,6,min,0.0
1834,5,1.587, X ,"(D, 2)",6,3,6,max,3.0
1835,6,1.447, O ,"(C, 2)",5,5,6,min,0.0
1836,7,3.381, X ,"(G, 5)",8,3,6,max,5.0
1837,8,2.808, O ,"(D, 1)",7,5,6,min,-2.0
1838,9,1.166, X ,"(C, 1)",9,4,6,max,5.0
1839,10,3.459, O ,"(F, 3)",8,6,6,min,-2.0
1840,11,2.904, X ,"(E, 1)",10,5,6,max,5.0
1841,12,2.894, O ,"(C, 4)",9,7,6,min,-2.0
1842,13,3.781, X ,"(B, 3)",12,5,6,max,7.0
1843,14,3.568, O ,"(E, 6)",11,7,6,min,-4.0
1844,15,4.753, X ,"(E, 2)",13,6,6,max,7.0
1845,16,8.257, O ,"(G, 4)",12,8,6,min,-4.0
1846,17,5.986, X ,"(H, 5)",15,6,6,max,9.0
1847,18,3.445, O ,"(C, 3)",14,8,6,min,-6.0
1848,19,4.103, X ,"(F, 4)",18,5,6,max,13.0
1849,20,6.079, O ,"(F, 1)",17,7,6,min,-10.0
1850,21,8.038, X ,"(F, 2)",19,6,6,max,13.0
1851,22,6.823, O ,"(H, 3)",18,8,6,min,-10.0
1852,23,7.363, X ,"(G, 3)",20,7,6,max,13.0
1853,24,6.023, O ,"(B, 5)",19,9,6,min,-10.0
1854,25,10.645, X ,"(A, 6)",23,6,6,max,17.0
1855,26,4.929, O ,"(A, 3)",22,8,6,min,-14.0
1856,27,4.641, X ,"(B, 4)",24,7,6,max,17.0
1857,28,5.844, O ,"(C, 5)",22,10,6,min,-12.0
1858,29,5.643, X ,"(A, 5)",24,9,6,max,15.0
1859,30,6.315, O ,"(B, 6)",22,12,6,min,-10.0
1860,31,3.997, X ,"(A, 4)",26,9,6,max,17.0
1861,32,5.04, O ,"(D, 6)",25,11,6,min,-14.0
1862,33,4.646, X ,"(F, 7)",28,9,6,max,19.0
1863,34,4.903, O ,"(F, 6)",27,11,6,min,-16.0
