,Round,Time,Color,Move,Black,White,Depth,Score,Pruning,Log_Time
5050,32,0.108, O ,"(G, 3)",20,16,3,-4,True,0.04453976039241098
5051,34,0.052, O ,"(B, 5)",20,18,3,-2,True,0.02201573981772028
5052,36,0.057, O ,"(A, 6)",21,19,3,-2,True,0.024074987307426243
5053,38,0.058, O ,"(H, 5)",19,23,3,4,True,0.024485667699166973
5054,40,0.038, O ,"(A, 8)",18,26,3,8,True,0.01619735351243906
5055,41,0.041, O ,"(C, 7)",17,28,3,11,True,0.017450729510536125
5056,43,0.049, O ,"(D, 7)",17,30,3,13,True,0.02077548819355783
5057,45,0.039, O ,"(C, 8)",18,31,3,13,True,0.016615547557177382
5058,47,0.031, O ,"(E, 8)",15,36,3,21,True,0.013258665283516512
5059,49,0.016, O ,"(C, 6)",12,41,3,29,True,0.006893707947900456
5060,51,0.015, O ,"(F, 6)",9,46,3,37,True,0.006466042249231681
5061,53,0.01, O ,"(F, 8)",11,46,3,35,True,0.004321373782642578
5062,55,0.004, O ,"(D, 6)",13,46,3,33,True,0.0017337128090005314
5063,57,0.004, O ,"(H, 7)",18,43,3,25,True,0.0017337128090005314
5064,59,0.001, O ,"(H, 8)",20,43,3,23,True,0.0004340774793185929
5065,2,0.111, O ,"(C, 4)",3,3,4,0,False,0.04571405894086761
5066,4,0.452, O ,"(F, 4)",4,4,4,0,False,0.1619666163640749
5067,6,0.589, O ,"(D, 2)",6,4,4,-2,False,0.20112389720737955
5068,8,0.712, O ,"(C, 6)",7,5,4,-2,False,0.2335037603411344
5069,10,1.051, O ,"(E, 6)",8,6,4,-2,False,0.3119656603683663
5070,12,1.949, O ,"(F, 2)",9,7,4,-2,False,0.469674772551798
5071,14,2.632, O ,"(D, 3)",10,8,4,-2,False,0.5601458398490475
5072,16,3.913, O ,"(G, 3)",10,10,4,0,False,0.6913467641348218
5073,18,5.22, O ,"(E, 1)",12,10,4,-2,False,0.7937903846908186
5074,20,3.231, O ,"(F, 7)",13,11,4,-2,False,0.6264430253312946
5075,22,2.314, O ,"(C, 1)",16,10,4,-6,False,0.5203525040833179
5076,24,2.078, O ,"(F, 5)",17,11,4,-6,False,0.48826861549545986
5077,26,3.031, O ,"(F, 1)",16,14,4,-2,False,0.6054127981530513
5078,28,3.641, O ,"(G, 6)",18,14,4,-4,False,0.66661156841903
5079,30,2.311, O ,"(H, 5)",19,15,4,-4,False,0.5199591807520684
5080,32,1.467, O ,"(F, 6)",22,14,4,-8,False,0.392169149489736
5081,34,1.975, O ,"(H, 8)",24,14,4,-10,False,0.47348697006456836
5082,36,2.387, O ,"(C, 2)",24,16,4,-8,False,0.5298151966446303
5083,38,1.523, O ,"(A, 3)",24,18,4,-6,False,0.40191725051757454
5084,40,1.717, O ,"(A, 1)",25,19,4,-6,False,0.4340896384178908
5085,42,0.718, O ,"(H, 4)",27,19,4,-8,False,0.23502315949522348
5086,44,0.76, O ,"(B, 1)",30,18,4,-12,False,0.24551266781414982
5087,46,0.302, O ,"(A, 4)",34,16,4,-18,False,0.11461098423217315
5088,48,0.255, O ,"(H, 7)",34,18,4,-16,False,0.09864372581705691
5089,49,0.211, O ,"(A, 6)",30,23,4,-7,False,0.08314414314305227
5090,51,0.294, O ,"(B, 5)",25,30,4,5,False,0.11193427633268159
5091,53,0.084, O ,"(A, 8)",24,33,4,9,False,0.03502928220236815
5092,55,0.033, O ,"(H, 1)",16,43,4,27,False,0.014100321519620545
5093,57,0.007, O ,"(C, 8)",14,47,4,33,False,0.003029470553617962
5094,59,0.001, O ,"(F, 8)",14,49,4,35,False,0.0004340774793185929
5095,2,0.114, O ,"(D, 3)",3,3,4,0,False,0.04688519083771014
5096,4,0.279, O ,"(B, 3)",4,4,4,0,False,0.10687054447865389
5097,6,0.313, O ,"(F, 5)",5,5,4,0,False,0.11826472608947933
5098,8,0.723, O ,"(C, 5)",5,7,4,2,False,0.23628527744802846
5099,10,1.425, O ,"(C, 3)",6,8,4,2,False,0.3847117429382824
5100,12,2.545, O ,"(A, 3)",8,8,4,0,False,0.5496162395190853
5101,14,2.092, O ,"(E, 3)",8,10,4,2,False,0.4902394852462873
5102,16,2.473, O ,"(G, 3)",11,9,4,-2,False,0.5407047833107623
5103,18,2.498, O ,"(H, 3)",12,10,4,-2,False,0.5438198051426577
5104,20,2.7, O ,"(H, 1)",14,10,4,-4,False,0.568201724066995
5105,22,2.32, O ,"(F, 1)",15,11,4,-4,False,0.5211380837040362
5106,24,2.224, O ,"(E, 2)",17,11,4,-6,False,0.508395033133053
5107,26,1.397, O ,"(H, 4)",20,10,4,-10,False,0.3796680340336539
5108,28,0.797, O ,"(A, 5)",21,11,4,-10,False,0.25454807710897387
5109,30,0.551, O ,"(D, 2)",20,14,4,-6,False,0.190611797813605
5110,32,1.047, O ,"(B, 6)",18,18,4,0,False,0.3111178426625056
5111,34,1.221, O ,"(A, 1)",19,19,4,0,False,0.346548558548474
5112,36,0.793, O ,"(C, 1)",18,22,4,4,False,0.25358028956218287
5113,38,0.447, O ,"(F, 6)",22,20,4,-2,False,0.1604685311190375
5114,40,0.496, O ,"(D, 6)",28,16,4,-12,False,0.17493159352844256
5115,42,0.359, O ,"(C, 7)",32,14,4,-18,False,0.1332194567324943
5116,44,0.356, O ,"(E, 7)",35,13,4,-22,False,0.1322596895310445
5117,46,0.381, O ,"(H, 7)",32,18,4,-14,False,0.1401936785786313
5118,48,0.537, O ,"(H, 8)",28,24,4,-4,False,0.1866738674997451
5119,50,0.321, O ,"(F, 8)",28,26,4,-2,False,0.12090281761452719
5120,52,0.159, O ,"(G, 5)",23,33,4,10,False,0.064083435963596
5121,54,0.084, O ,"(A, 8)",22,36,4,14,False,0.03502928220236815
5122,56,0.021, O ,"(A, 7)",22,38,4,16,False,0.009025742086910208
5123,58,0.002, O ,"(B, 8)",23,39,4,16,False,0.0008677215312269133
5124,60,0.001, O ,"(D, 8)",20,44,4,24,False,0.0004340774793185929
5125,2,0.148, O ,"(D, 3)",3,3,4,0,False,0.05994188806195468
5126,4,0.349, O ,"(B, 3)",4,4,4,0,False,0.13001194967190424
5127,6,0.303, O ,"(F, 5)",5,5,4,0,False,0.11494441571258467
5128,8,0.715, O ,"(C, 2)",6,6,4,0,False,0.23426412437878927
5129,10,0.738, O ,"(D, 1)",7,7,4,0,False,0.24004977211264766
5130,12,0.397, O ,"(E, 6)",8,8,4,0,False,0.14519640611418191
5131,14,0.846, O ,"(D, 7)",9,9,4,0,False,0.26623169668989327
5132,16,1.071, O ,"(G, 6)",9,11,4,2,False,0.31618009889345255
5133,18,2.859, O ,"(H, 5)",10,12,4,2,False,0.5864747785713966
5134,20,2.595, O ,"(E, 3)",12,12,4,0,False,0.5556988947189014
5135,22,3.013, O ,"(F, 2)",13,13,4,0,False,0.6034691597338387
5136,24,3.625, O ,"(H, 4)",14,14,4,0,False,0.6651117370750514
5137,26,2.189, O ,"(B, 5)",15,15,4,0,False,0.5036545192429592
5138,28,2.447, O ,"(H, 6)",15,17,4,2,False,0.5374412834079476
5139,30,2.359, O ,"(C, 5)",15,19,4,4,False,0.5262100038416643
5140,32,3.261, O ,"(C, 3)",18,18,4,0,False,0.6295115342004532
5141,34,2.875, O ,"(A, 3)",22,16,4,-6,False,0.5882717068423291
5142,36,2.492, O ,"(A, 1)",24,16,4,-8,False,0.5430742350335321
5143,38,1.479, O ,"(E, 1)",26,16,4,-10,False,0.39427652676782143
5144,40,0.866, O ,"(A, 5)",27,17,4,-10,False,0.2709116394104812
5145,42,1.045, O ,"(B, 2)",27,19,4,-8,False,0.3106933123433606
5146,44,0.517, O ,"(H, 1)",27,21,4,-6,False,0.18098558078673047
5147,46,0.389, O ,"(H, 8)",25,25,4,0,False,0.14270224573761559
5148,48,0.154, O ,"(G, 2)",29,23,4,-6,False,0.06220580881971259
5149,50,0.081, O ,"(A, 7)",24,30,4,6,False,0.03382569395331033
5150,52,0.099, O ,"(A, 8)",21,35,4,14,False,0.04099769242349056
5151,54,0.033, O ,"(G, 7)",21,37,4,16,False,0.014100321519620545
5152,56,0.014, O ,"(F, 8)",19,41,4,22,False,0.006037954997317177
5153,58,0.003, O ,"(C, 8)",16,46,4,30,False,0.001300933020418072
5154,60,0.0, O ,"(E, 7)",17,47,4,30,False,0.0
5155,2,0.12, O ,"(D, 3)",3,3,4,0,False,0.04921802267018165
5156,4,0.346, O ,"(F, 5)",4,4,4,0,False,0.12904505988795806
5157,6,0.736, O ,"(G, 4)",5,5,4,0,False,0.2395497208404731
5158,8,0.992, O ,"(H, 4)",6,6,4,0,False,0.29928933408767994
5159,10,0.911, O ,"(B, 3)",7,7,4,0,False,0.2812606870550129
5160,12,0.875, O ,"(C, 4)",8,8,4,0,False,0.27300127206373764
5161,14,0.868, O ,"(B, 6)",11,7,4,-4,False,0.2713768718940745
5162,16,1.156, O ,"(B, 4)",13,7,4,-6,False,0.33364875651470105
5163,18,1.056, O ,"(A, 3)",15,7,4,-8,False,0.31302311032323815
5164,20,1.23, O ,"(C, 2)",16,8,4,-8,False,0.34830486304816066
5165,22,0.971, O ,"(D, 1)",17,9,4,-8,False,0.29468662427944325
5166,24,1.288, O ,"(A, 4)",19,9,4,-10,False,0.35945602012098665
5167,26,0.959, O ,"(E, 2)",21,9,4,-12,False,0.2920344359947364
5168,28,0.565, O ,"(A, 6)",22,10,4,-12,False,0.19451434188246727
5169,30,0.283, O ,"(B, 5)",23,11,4,-12,False,0.10822665637492848
5170,32,0.645, O ,"(G, 6)",26,10,4,-16,False,0.2161659022859931
5171,34,0.652, O ,"(E, 3)",28,10,4,-18,False,0.21801004298436344
5172,36,0.754, O ,"(E, 6)",28,12,4,-16,False,0.24402958903002173
5173,38,0.772, O ,"(F, 7)",30,12,4,-18,False,0.24846371755103194
5174,40,1.662, O ,"(A, 8)",30,14,4,-16,False,0.4252080511386563
5175,42,0.752, O ,"(H, 6)",28,18,4,-10,False,0.24353410183206192
5176,44,1.057, O ,"(A, 7)",27,21,4,-6,False,0.313234291694724
5177,46,0.43, O ,"(H, 8)",32,18,4,-14,False,0.1553360374650618
5178,48,0.224, O ,"(E, 7)",26,26,4,0,False,0.08778141780954238
5179,50,0.172, O ,"(C, 8)",30,24,4,-6,False,0.06892761168207182
5180,52,0.037, O ,"(G, 8)",28,28,4,0,False,0.01577875638904093
5181,54,0.021, O ,"(A, 1)",24,34,4,10,False,0.009025742086910208
5182,56,0.009, O ,"(G, 1)",19,41,4,22,False,0.0038911662369104775
5183,58,0.002, O ,"(H, 1)",19,43,4,24,False,0.0008677215312269133
5184,60,0.0, O ,"(G, 3)",16,48,4,32,False,0.0
5185,2,0.105, O ,"(D, 3)",3,3,4,0,False,0.0433622780211295
5186,4,0.361, O ,"(D, 2)",4,4,4,0,False,0.13385812520333468
5187,6,0.667, O ,"(F, 5)",5,5,4,0,False,0.22193559982800534
5188,8,0.507, O ,"(B, 6)",8,4,4,-4,False,0.17811325231463185
5189,10,0.506, O ,"(D, 6)",9,5,4,-4,False,0.17782497186468177
5190,12,0.515, O ,"(E, 3)",10,6,4,-4,False,0.18041263283832384
5191,14,2.245, O ,"(C, 1)",12,6,4,-6,False,0.511214701136388
5192,16,2.447, O ,"(G, 5)",13,7,4,-6,False,0.5374412834079476
5193,18,1.509, O ,"(E, 1)",15,7,4,-8,False,0.39950066131461054
5194,20,2.133, O ,"(B, 3)",16,8,4,-8,False,0.4959603948817052
5195,22,3.37, O ,"(C, 4)",17,9,4,-8,False,0.6404814369704218
5196,24,2.621, O ,"(A, 6)",18,10,4,-8,False,0.5588285248170116
5197,26,2.828, O ,"(A, 8)",19,11,4,-8,False,0.5829719291048059
5198,28,2.005, O ,"(A, 1)",21,11,4,-10,False,0.4778444763387583
5199,30,1.107, O ,"(A, 2)",22,12,4,-10,False,0.3236645356081002
5200,32,0.965, O ,"(C, 6)",22,14,4,-8,False,0.29336255471144546
5201,34,1.271, O ,"(G, 3)",25,13,4,-12,False,0.35621713421973517
5202,36,1.316, O ,"(C, 8)",26,14,4,-12,False,0.36473855505539854
5203,38,0.743, O ,"(G, 4)",26,16,4,-10,False,0.24129738710999316
5204,40,1.099, O ,"(B, 2)",27,17,4,-10,False,0.3220124385824005
5205,42,0.533, O ,"(B, 7)",25,21,4,-4,False,0.18554215485437514
5206,44,0.286, O ,"(H, 3)",27,21,4,-6,False,0.10924096858820327
5207,46,0.234, O ,"(H, 6)",24,26,4,2,False,0.09131515969722287
5208,48,0.186, O ,"(H, 1)",26,26,4,0,False,0.07408468902824378
5209,50,0.091, O ,"(G, 7)",27,27,4,0,False,0.037824750588341866
5210,52,0.053, O ,"(F, 7)",30,26,4,-4,False,0.022428371185486493
5211,54,0.024, O ,"(G, 1)",26,32,4,6,False,0.010299956639811961
5212,56,0.007, O ,"(F, 6)",18,42,4,24,False,0.003029470553617962
5213,58,0.002, O ,"(H, 8)",20,42,4,22,False,0.0008677215312269133
5214,59,0.001, O ,"(E, 8)",11,52,4,41,False,0.0004340774793185929
5215,2,0.108, O ,"(D, 3)",3,3,4,0,False,0.04453976039241098
5216,4,0.332, O ,"(D, 2)",4,4,4,0,False,0.12450422483428228
5217,6,0.609, O ,"(D, 1)",5,5,4,0,False,0.20655604409902956
5218,8,0.793, O ,"(F, 1)",6,6,4,0,False,0.25358028956218287
5219,10,0.44, O ,"(B, 3)",8,6,4,-2,False,0.15836249209524964
5220,12,0.444, O ,"(D, 6)",10,6,4,-4,False,0.15956719323362029
5221,14,0.767, O ,"(B, 5)",11,7,4,-4,False,0.24723654950676405
5222,16,0.862, O ,"(C, 3)",12,8,4,-4,False,0.26997967664532385
5223,18,1.432, O ,"(C, 1)",14,8,4,-6,False,0.3859635706006973
5224,20,1.982, O ,"(A, 1)",15,9,4,-6,False,0.4745076391169758
5225,22,0.963, O ,"(E, 1)",16,10,4,-6,False,0.2929202996000062
5226,24,0.81, O ,"(A, 3)",18,10,4,-8,False,0.2576785748691845
5227,26,0.402, O ,"(B, 4)",17,13,4,-4,False,0.14674801363063988
5228,28,0.549, O ,"(G, 2)",18,14,4,-4,False,0.19005141775920598
5229,30,0.607, O ,"(E, 3)",20,14,4,-6,False,0.20601587676334454
5230,32,0.444, O ,"(G, 3)",18,18,4,0,False,0.15956719323362029
5231,34,1.041, O ,"(G, 5)",19,19,4,0,False,0.3098430047160705
5232,36,1.107, O ,"(G, 4)",21,19,4,-2,False,0.3236645356081002
5233,38,0.991, O ,"(H, 5)",23,19,4,-4,False,0.2990712600274096
5234,40,0.546, O ,"(G, 6)",23,21,4,-2,False,0.18920948958230613
5235,42,0.851, O ,"(H, 6)",24,22,4,-2,False,0.2674064187529041
5236,44,0.58, O ,"(F, 7)",24,24,4,0,False,0.19865708695442263
5237,46,0.37, O ,"(E, 6)",27,23,4,-4,False,0.1367205671564068
5238,48,0.368, O ,"(A, 5)",25,27,4,2,False,0.13608609738409738
5239,50,0.096, O ,"(C, 7)",24,30,4,6,False,0.039810554148350386
5240,52,0.07, O ,"(H, 1)",28,28,4,0,False,0.029383777685209667
5241,54,0.039, O ,"(A, 8)",28,30,4,2,False,0.016615547557177382
5242,55,0.017, O ,"(B, 8)",27,32,4,5,False,0.0073209529227445565
5243,57,0.004, O ,"(E, 8)",25,36,4,11,False,0.0017337128090005314
5244,59,0.0, O ,"(H, 8)",19,44,4,25,False,0.0
5245,2,0.105, O ,"(D, 3)",3,3,4,0,False,0.0433622780211295
5246,4,0.154, O ,"(F, 3)",5,3,4,-2,False,0.06220580881971259
5247,6,0.334, O ,"(C, 3)",6,4,4,-2,False,0.12515582958053018
5248,8,0.704, O ,"(C, 1)",7,5,4,-2,False,0.2314695904306813
5249,10,0.598, O ,"(G, 3)",7,7,4,0,False,0.20357677497797255
5250,12,1.579, O ,"(H, 1)",8,8,4,0,False,0.41145134213793744
5251,14,1.174, O ,"(F, 5)",9,9,4,0,False,0.3372595397502757
5252,16,2.419, O ,"(C, 4)",9,11,4,2,False,0.5338991007965946
5253,18,5.136, O ,"(A, 1)",11,11,4,0,False,0.7878853509409246
5254,20,1.88, O ,"(B, 4)",12,12,4,0,False,0.45939248775923086
5255,22,2.645, O ,"(A, 4)",13,13,4,0,False,0.5616975326539935
5256,24,2.103, O ,"(A, 2)",16,12,4,-4,False,0.49178177558416575
5257,26,1.632, O ,"(G, 4)",17,13,4,-4,False,0.4202858849419178
5258,28,0.999, O ,"(B, 1)",19,13,4,-6,False,0.30081279411811696
5259,30,0.583, O ,"(H, 4)",21,13,4,-8,False,0.1994809148623559
5260,32,0.571, O ,"(G, 6)",22,14,4,-8,False,0.1961761850399733
5261,34,0.855, O ,"(E, 1)",21,17,4,-4,False,0.26834391395106466
5262,36,0.356, O ,"(H, 6)",24,16,4,-8,False,0.1322596895310445
5263,38,0.463, O ,"(A, 6)",23,19,4,-4,False,0.16524432612531087
5264,40,0.639, O ,"(H, 2)",19,25,4,6,False,0.21457895357049908
5265,42,0.31, O ,"(H, 8)",23,23,4,0,False,0.11727129565576427
5266,44,0.147, O ,"(E, 7)",23,25,4,2,False,0.059563417901267686
5267,46,0.184, O ,"(A, 8)",22,28,4,6,False,0.07335170238690095
5268,48,0.185, O ,"(C, 6)",17,35,4,18,False,0.07371835034612269
5269,50,0.14, O ,"(D, 7)",12,42,4,30,False,0.05690485133647264
5270,52,0.098, O ,"(B, 8)",13,43,4,30,False,0.04060234011407314
5271,54,0.033, O ,"(C, 8)",12,46,4,34,False,0.014100321519620545
5272,56,0.018, O ,"(F, 8)",12,48,4,36,False,0.007747778000739948
5273,58,0.003, O ,"(F, 7)",12,50,4,38,False,0.001300933020418072
5274,60,0.003, O ,"(G, 7)",16,48,4,32,False,0.001300933020418072
5275,2,0.103, O ,"(D, 3)",3,3,4,0,False,0.04257551244019059
5276,4,0.239, O ,"(F, 5)",4,4,4,0,False,0.09307130637606341
5277,6,0.529, O ,"(G, 4)",5,5,4,0,False,0.1844074854123201
5278,8,0.697, O ,"(D, 6)",6,6,4,0,False,0.22968184231767583
5279,10,1.151, O ,"(B, 6)",7,7,4,0,False,0.3326404103874625
5280,12,0.944, O ,"(B, 3)",9,7,4,-2,False,0.28869626059025577
5281,14,1.603, O ,"(B, 4)",10,8,4,-2,False,0.4154741681092357
5282,16,2.616, O ,"(C, 3)",12,8,4,-4,False,0.5582284218033257
5283,18,3.04, O ,"(A, 3)",13,9,4,-4,False,0.6063813651106049
5284,20,2.749, O ,"(A, 1)",14,10,4,-4,False,0.5739154404215507
5285,22,1.873, O ,"(H, 5)",12,14,4,2,False,0.4583356259919475
5286,24,4.703, O ,"(C, 1)",13,15,4,2,False,0.7561033715851055
5287,26,3.115, O ,"(A, 8)",13,17,4,4,False,0.6143698395482887
5288,28,3.706, O ,"(E, 2)",14,18,4,4,False,0.6726519228400024
5289,30,3.759, O ,"(D, 1)",16,18,4,2,False,0.6775157047987576
5290,32,4.573, O ,"(H, 3)",17,19,4,2,False,0.7460890430562003
5291,34,3.016, O ,"(F, 2)",18,20,4,2,False,0.6037937041369629
5292,36,3.468, O ,"(B, 5)",19,21,4,2,False,0.6501131644435715
5293,38,2.305, O ,"(B, 8)",20,22,4,2,False,0.519171463821659
5294,40,1.624, O ,"(D, 2)",19,25,4,6,False,0.4189638307036227
5295,42,1.131, O ,"(F, 3)",19,27,4,8,False,0.328583449714202
5296,44,0.626, O ,"(A, 5)",25,23,4,-2,False,0.21112054125804933
5297,46,0.488, O ,"(C, 7)",21,29,4,8,False,0.1726029312098599
5298,48,0.189, O ,"(H, 6)",22,30,4,8,False,0.0751818546186916
5299,50,0.34, O ,"(H, 1)",21,33,4,12,False,0.12710479836480765
5300,52,0.188, O ,"(G, 1)",18,38,4,20,False,0.07481644064517472
5301,54,0.066, O ,"(D, 8)",16,42,4,26,False,0.027757204690553483
5302,56,0.019, O ,"(H, 2)",17,43,4,26,False,0.008174184006426355
5303,58,0.003, O ,"(H, 8)",15,47,4,32,False,0.001300933020418072
5304,60,0.001, O ,"(F, 8)",12,52,4,40,False,0.0004340774793185929
5305,2,0.103, O ,"(D, 3)",3,3,4,0,False,0.04257551244019059
5306,4,0.387, O ,"(F, 5)",4,4,4,0,False,0.14207646107328487
5307,6,0.608, O ,"(G, 4)",5,5,4,0,False,0.20628604441243248
5308,8,0.811, O ,"(B, 6)",7,5,4,-2,False,0.2579184503140584
5309,10,1.095, O ,"(E, 2)",8,6,4,-2,False,0.32118402730231405
5310,12,1.698, O ,"(B, 3)",9,7,4,-2,False,0.4310419453358854
5311,14,1.546, O ,"(H, 5)",10,8,4,-2,False,0.4058583993176366
5312,16,1.663, O ,"(E, 3)",10,10,4,0,False,0.4253711664389413
5313,18,1.987, O ,"(G, 3)",11,11,4,0,False,0.4752352226041283
5314,20,2.175, O ,"(D, 6)",13,11,4,-2,False,0.5017437296279944
5315,22,2.145, O ,"(H, 1)",15,11,4,-4,False,0.4976206497812877
5316,24,2.402, O ,"(F, 1)",16,12,4,-4,False,0.5317343092765502
5317,26,1.131, O ,"(C, 4)",18,12,4,-6,False,0.328583449714202
5318,28,1.85, O ,"(A, 6)",20,12,4,-8,False,0.4548448600085102
5319,30,1.342, O ,"(A, 8)",23,11,4,-12,False,0.3695868907363443
5320,32,1.255, O ,"(D, 2)",25,11,4,-14,False,0.35314654621397934
5321,34,0.868, O ,"(B, 7)",26,12,4,-14,False,0.2713768718940745
5322,36,0.914, O ,"(C, 7)",29,11,4,-18,False,0.2819419334408248
5323,38,0.557, O ,"(A, 5)",30,12,4,-18,False,0.19228861256812027
5324,40,0.275, O ,"(E, 1)",30,14,4,-16,False,0.10551018476997394
5325,42,0.485, O ,"(E, 6)",29,17,4,-12,False,0.1717264536532311
5326,44,0.334, O ,"(A, 1)",28,20,4,-8,False,0.12515582958053018
5327,46,0.208, O ,"(B, 1)",22,28,4,6,False,0.08206693428511301
5328,48,0.142, O ,"(H, 2)",20,32,4,12,False,0.05766610390982921
5329,50,0.08, O ,"(D, 8)",16,38,4,22,False,0.03342375548694973
5330,52,0.081, O ,"(F, 8)",16,40,4,24,False,0.03382569395331033
5331,54,0.017, O ,"(E, 7)",16,42,4,26,False,0.0073209529227445565
5332,56,0.007, O ,"(H, 7)",16,44,4,28,False,0.003029470553617962
5333,58,0.002, O ,"(G, 7)",16,46,4,30,False,0.0008677215312269133
5334,60,0.0, O ,"(H, 8)",17,47,4,30,False,0.0
5335,2,0.1, O ,"(D, 3)",3,3,4,0,False,0.04139268515822508
5336,4,0.144, O ,"(B, 3)",4,4,4,0,False,0.05842602445700536
5337,6,1.005, O ,"(C, 1)",5,5,4,0,False,0.3021143769562011
5338,8,0.659, O ,"(A, 1)",6,6,4,0,False,0.2198463860243607
5339,10,0.283, O ,"(D, 2)",7,7,4,0,False,0.10822665637492848
5340,12,0.748, O ,"(B, 4)",8,8,4,0,False,0.24254142829838424
5341,14,0.532, O ,"(B, 2)",11,7,4,-4,False,0.18525876529658514
5342,16,0.592, O ,"(E, 3)",11,9,4,-2,False,0.20194306340165025
5343,18,0.872, O ,"(F, 1)",13,9,4,-4,False,0.2723058444020864
5344,20,0.805, O ,"(F, 3)",14,10,4,-4,False,0.25647720624167675
5345,22,1.176, O ,"(F, 5)",15,11,4,-4,False,0.3376588910261423
5346,24,2.557, O ,"(H, 1)",15,13,4,-2,False,0.5510838651857803
5347,26,1.783, O ,"(C, 4)",16,14,4,-2,False,0.44451320633404295
5348,28,1.54, O ,"(G, 4)",17,15,4,-2,False,0.40483371661993806
5349,30,1.036, O ,"(H, 4)",19,15,4,-4,False,0.30877777366472114
5350,32,1.407, O ,"(H, 2)",24,12,4,-12,False,0.38147609027503
5351,34,0.727, O ,"(B, 6)",25,13,4,-12,False,0.23729233756745874
5352,36,0.878, O ,"(A, 6)",23,17,4,-6,False,0.27369558793009213
5353,38,0.355, O ,"(G, 6)",26,16,4,-10,False,0.13193929521042452
5354,40,0.811, O ,"(E, 6)",26,18,4,-8,False,0.2579184503140584
5355,42,1.137, O ,"(D, 6)",26,20,4,-6,False,0.3298045221640694
5356,44,0.628, O ,"(D, 7)",29,19,4,-10,False,0.21165440055318246
5357,46,0.716, O ,"(F, 2)",22,28,4,6,False,0.23451728351268664
5358,48,0.302, O ,"(H, 6)",22,30,4,8,False,0.11461098423217315
5359,50,0.216, O ,"(B, 7)",20,34,4,14,False,0.08493357493671612
5360,52,0.106, O ,"(G, 5)",19,37,4,18,False,0.04375512696867949
5361,54,0.036, O ,"(H, 8)",21,37,4,16,False,0.015359755409214231
5362,56,0.011, O ,"(F, 8)",16,44,4,28,False,0.00475115559100102
5363,58,0.001, O ,"(A, 8)",22,40,4,18,False,0.0004340774793185929
5364,59,0.002, O ,"(D, 8)",17,46,4,29,False,0.0008677215312269133
5365,2,0.103, O ,"(C, 4)",3,3,4,0,True,0.04257551244019059
5366,4,0.107, O ,"(C, 2)",4,4,4,0,True,0.0441476208787228
5367,6,0.167, O ,"(F, 4)",4,6,4,2,True,0.06707085604537019
5368,8,0.908, O ,"(F, 6)",5,7,4,2,True,0.2805783703680763
5369,10,0.679, O ,"(A, 3)",7,7,4,0,True,0.2250506961380488
5370,12,1.082, O ,"(C, 5)",8,8,4,0,True,0.3184807251745173
5371,14,1.198, O ,"(A, 1)",9,9,4,0,True,0.34202768808747175
5372,16,0.412, O ,"(G, 4)",10,10,4,0,True,0.14983469671578492
5373,18,1.441, O ,"(D, 2)",11,11,4,0,True,0.38756777941718856
5374,20,1.483, O ,"(E, 2)",12,12,4,0,True,0.3949767195545643
5375,22,2.665, O ,"(F, 1)",13,13,4,0,True,0.5640739789771467
5376,24,1.298, O ,"(C, 1)",14,14,4,0,True,0.3613500243522664
5377,26,1.638, O ,"(H, 1)",16,14,4,-2,True,0.4212747912103465
5378,28,1.188, O ,"(H, 2)",18,14,4,-4,True,0.3400473176613931
5379,30,0.779, O ,"(G, 2)",19,15,4,-4,True,0.250175948083925
5380,32,0.926, O ,"(G, 5)",20,16,4,-4,True,0.28465628278851574
5381,34,0.842, O ,"(B, 4)",23,15,4,-8,True,0.26528962586083016
5382,36,0.877, O ,"(B, 5)",23,17,4,-6,True,0.2734642726213463
5383,38,1.152, O ,"(H, 4)",25,17,4,-8,True,0.3328422669943516
5384,40,0.746, O ,"(H, 6)",28,16,4,-12,True,0.2420442393695509
5385,42,0.376, O ,"(G, 6)",26,20,4,-6,True,0.13861843389949247
5386,44,0.267, O ,"(A, 6)",27,21,4,-6,True,0.10277661488344131
5387,46,0.346, O ,"(H, 8)",28,22,4,-6,True,0.12904505988795806
5388,48,0.153, O ,"(A, 8)",26,26,4,0,True,0.06182930729469903
5389,49,0.125, O ,"(G, 7)",20,33,4,13,True,0.05115252244738129
5390,51,0.112, O ,"(E, 8)",21,34,4,13,True,0.046104787246038705
5391,53,0.068, O ,"(E, 7)",15,42,4,27,True,0.028571252692537637
5392,55,0.035, O ,"(D, 7)",14,45,4,31,True,0.014940349792936524
5393,57,0.009, O ,"(B, 8)",19,42,4,23,True,0.0038911662369104775
5394,59,0.002, O ,"(B, 7)",14,49,4,35,True,0.0008677215312269133
5395,2,0.065, O ,"(D, 3)",3,3,4,0,True,0.027349607774756507
5396,4,0.119, O ,"(F, 5)",5,3,4,-2,True,0.04883008652835004
5397,6,0.26, O ,"(F, 3)",6,4,4,-2,True,0.10037054511756291
5398,8,0.602, O ,"(D, 2)",6,6,4,0,True,0.2046625117482188
5399,10,0.515, O ,"(B, 3)",9,5,4,-4,True,0.18041263283832384
5400,12,0.429, O ,"(B, 4)",12,4,4,-8,True,0.15503222879097026
5401,14,0.426, O ,"(F, 6)",12,6,4,-6,True,0.15411952551584673
5402,16,2.192, O ,"(E, 2)",12,8,4,-4,True,0.5040628826786918
5403,18,3.734, O ,"(C, 2)",13,9,4,-4,True,0.6752282535930639
