,Round,Time,Color,Move,Black,White,Depth,Score,Pruning,Log_Time
1801,41,0.169, X ,"(H, 8)",18,27,3,-9,True,0.06781451116184012
1802,43,0.12, X ,"(A, 7)",17,30,3,-13,True,0.04921802267018165
1803,45,0.087, X ,"(A, 6)",18,31,3,-13,True,0.03622954408629453
1804,47,0.068, X ,"(A, 1)",20,31,3,-11,True,0.028571252692537637
1805,49,0.057, X ,"(H, 1)",26,27,3,-1,True,0.024074987307426243
1806,51,0.041, X ,"(A, 2)",32,23,3,9,True,0.017450729510536125
1807,53,0.016, X ,"(H, 2)",35,22,3,13,True,0.006893707947900456
1808,55,0.009, X ,"(E, 8)",42,17,3,25,True,0.0038911662369104775
1809,57,0.004, X ,"(G, 2)",46,15,3,31,True,0.0017337128090005314
1810,59,0.002, X ,"(C, 8)",54,9,3,45,True,0.0008677215312269133
1811,60,0.0, X ,"(F, 8)",61,3,3,58,True,0.0
1812,1,0.022, X ,"(E, 3)",4,1,3,3,True,0.009450895798693935
1813,3,0.043, X ,"(F, 4)",5,2,3,3,True,0.018284308426530838
1814,5,0.089, X ,"(C, 2)",5,4,3,1,True,0.03702787975577494
1815,7,0.07, X ,"(C, 3)",5,6,3,-1,True,0.029383777685209667
1816,9,0.184, X ,"(D, 2)",5,8,3,-3,True,0.07335170238690095
1817,11,0.139, X ,"(D, 1)",5,10,3,-5,True,0.05652372407910037
1818,13,0.124, X ,"(F, 2)",5,12,3,-7,True,0.05076631123304232
1819,15,0.12, X ,"(G, 3)",6,13,3,-7,True,0.04921802267018165
1820,17,0.173, X ,"(F, 1)",6,15,3,-9,True,0.06929801211552926
1821,19,0.152, X ,"(H, 5)",8,15,3,-7,True,0.06145247908719321
1822,21,0.161, X ,"(H, 3)",9,16,3,-7,True,0.06483221973857385
1823,23,0.09, X ,"(H, 1)",8,19,3,-11,True,0.037426497940623665
1824,25,0.093, X ,"(G, 6)",9,20,3,-11,True,0.03862016194970278
1825,27,0.089, X ,"(B, 4)",11,20,3,-9,True,0.03702787975577494
1826,29,0.145, X ,"(B, 6)",12,21,3,-9,True,0.05880548667590681
1827,31,0.062, X ,"(D, 6)",12,23,3,-11,True,0.026124516745450282
1828,33,0.078, X ,"(B, 5)",14,23,3,-9,True,0.03261876085071993
1829,35,0.138, X ,"(G, 5)",14,25,3,-11,True,0.05614226205905233
1830,37,0.113, X ,"(E, 7)",13,28,3,-15,True,0.04649516433470831
1831,39,0.13, X ,"(F, 6)",15,28,3,-13,True,0.05307844348341968
1832,41,0.182, X ,"(C, 7)",15,30,3,-15,True,0.07261747654523654
1833,43,0.068, X ,"(H, 8)",18,29,3,-11,True,0.028571252692537637
1834,45,0.078, X ,"(A, 5)",18,31,3,-13,True,0.03261876085071993
1835,47,0.055, X ,"(A, 3)",23,28,3,-5,True,0.023252459633711444
1836,49,0.058, X ,"(A, 1)",24,29,3,-5,True,0.024485667699166973
1837,51,0.031, X ,"(A, 8)",27,28,3,-1,True,0.013258665283516512
1838,53,0.026, X ,"(B, 1)",35,22,3,13,True,0.011147360775797479
1839,55,0.009, X ,"(F, 8)",40,19,3,21,True,0.0038911662369104775
1840,57,0.004, X ,"(A, 6)",43,18,3,25,True,0.0017337128090005314
1841,59,0.001, X ,"(C, 8)",51,12,3,39,True,0.0004340774793185929
1842,60,0.0, X ,"(G, 7)",60,4,3,56,True,0.0
1843,1,0.102, X ,"(E, 3)",4,1,4,3,False,0.04218159451576628
1844,3,0.211, X ,"(F, 4)",5,2,4,3,False,0.08314414314305227
1845,5,0.903, X ,"(G, 3)",5,4,4,1,False,0.27943878828702046
1846,7,0.844, X ,"(G, 4)",6,5,4,1,False,0.2657609167176105
1847,9,1.292, X ,"(C, 4)",6,7,4,-1,False,0.3602146132953523
1848,11,1.373, X ,"(H, 1)",6,9,4,-3,False,0.375297738217339
1849,13,2.034, X ,"(C, 2)",7,10,4,-3,False,0.48201557645071164
1850,15,2.249, X ,"(E, 1)",9,10,4,-1,False,0.5117497113449828
1851,17,1.999, X ,"(F, 1)",10,11,4,-1,False,0.4769764657595271
1852,19,1.016, X ,"(C, 1)",10,13,4,-3,False,0.3044905277734877
1853,21,0.756, X ,"(A, 4)",10,15,4,-5,False,0.24452451157008376
1854,23,1.089, X ,"(F, 2)",12,15,4,-3,False,0.3199384399803086
1855,25,0.747, X ,"(C, 3)",13,16,4,-3,False,0.2422929049829309
1856,27,0.659, X ,"(H, 3)",10,21,4,-11,False,0.2198463860243607
1857,29,0.661, X ,"(H, 4)",14,19,4,-5,False,0.2203696324513945
1858,31,0.412, X ,"(H, 6)",17,18,4,-1,False,0.14983469671578492
1859,33,0.481, X ,"(G, 7)",20,17,4,3,False,0.17055505852120845
1860,35,0.407, X ,"(F, 7)",17,22,4,-5,False,0.1482940974347457
1861,37,0.431, X ,"(E, 8)",18,23,4,-5,False,0.15563963375977638
1862,39,0.291, X ,"(F, 6)",20,23,4,-3,False,0.11092624226642028
1863,41,0.246, X ,"(B, 5)",21,24,4,-3,False,0.09551804232315081
1864,43,0.356, X ,"(B, 6)",24,23,4,1,False,0.1322596895310445
1865,45,0.42, X ,"(B, 4)",27,22,4,5,False,0.15228834438305647
1866,47,0.323, X ,"(D, 7)",31,20,4,11,False,0.12155984418750096
1867,49,0.191, X ,"(A, 5)",32,21,4,11,False,0.07591176148277752
1868,51,0.08, X ,"(A, 1)",35,20,4,15,False,0.03342375548694973
1869,53,0.061, X ,"(A, 6)",40,17,4,23,False,0.025715383901340642
1870,55,0.021, X ,"(A, 8)",44,15,4,29,False,0.009025742086910208
1871,57,0.004, X ,"(C, 8)",48,13,4,35,False,0.0017337128090005314
1872,59,0.001, X ,"(H, 8)",50,13,4,37,False,0.0004340774793185929
1873,1,0.098, X ,"(E, 3)",4,1,4,3,False,0.04060234011407314
1874,3,0.254, X ,"(F, 4)",5,2,4,3,False,0.09829753649469763
1875,5,0.923, X ,"(C, 2)",5,4,4,1,False,0.28397928423847985
1876,7,0.667, X ,"(C, 3)",5,6,4,-1,False,0.22193559982800534
1877,9,0.827, X ,"(F, 2)",6,7,4,-1,False,0.26173854735253776
1878,11,1.491, X ,"(D, 2)",5,10,4,-5,False,0.3963737275365065
1879,13,2.069, X ,"(A, 4)",6,11,4,-5,False,0.4869968884318226
1880,15,0.883, X ,"(F, 5)",6,13,4,-7,False,0.2748503200166648
1881,17,1.656, X ,"(H, 3)",6,15,4,-9,False,0.42422807069597984
1882,19,1.763, X ,"(E, 2)",7,16,4,-9,False,0.44138088491651134
1883,21,2.49, X ,"(D, 7)",8,17,4,-9,False,0.5428254269591799
1884,23,1.844, X ,"(B, 5)",9,18,4,-9,False,0.45392959205772876
1885,25,1.891, X ,"(D, 6)",11,18,4,-7,False,0.46104809167065786
1886,27,3.466, X ,"(B, 4)",10,21,4,-11,False,0.6499187187354192
1887,29,2.389, X ,"(H, 4)",12,21,4,-9,False,0.5300715688373783
1888,31,3.112, X ,"(C, 6)",12,23,4,-11,False,0.6140531059872193
1889,33,2.251, X ,"(H, 6)",13,24,4,-11,False,0.5120169694961266
1890,35,1.285, X ,"(C, 5)",15,24,4,-9,False,0.35888620440586905
1891,37,1.769, X ,"(C, 7)",16,25,4,-9,False,0.4423229557455745
1892,39,1.926, X ,"(B, 6)",15,28,4,-13,False,0.46627432178929207
1893,41,1.081, X ,"(A, 8)",14,31,4,-17,False,0.31827208021162695
1894,43,0.695, X ,"(A, 6)",15,32,4,-17,False,0.22916970253910093
1895,45,0.272, X ,"(E, 1)",18,31,4,-13,False,0.10448711131239508
1896,47,0.481, X ,"(H, 1)",19,32,4,-13,False,0.17055505852120845
1897,49,0.12, X ,"(A, 2)",22,31,4,-9,False,0.04921802267018165
1898,51,0.08, X ,"(A, 1)",25,30,4,-5,False,0.03342375548694973
1899,53,0.039, X ,"(H, 7)",27,30,4,-3,False,0.016615547557177382
1900,55,0.014, X ,"(G, 8)",29,30,4,-1,False,0.006037954997317177
1901,57,0.003, X ,"(H, 8)",31,30,4,1,False,0.001300933020418072
1902,58,0.001, X ,"(B, 8)",34,28,4,6,False,0.0004340774793185929
1903,59,0.0, X ,"(G, 2)",41,22,4,19,False,0.0
1904,60,0.001, X ,"(E, 8)",48,16,4,32,False,0.0004340774793185929
1905,1,0.097, X ,"(E, 3)",4,1,4,3,False,0.04020662757471112
1906,3,0.243, X ,"(C, 6)",5,2,4,3,False,0.09447112864164472
1907,5,0.342, X ,"(F, 2)",5,4,4,1,False,0.12775251583297328
1908,7,0.645, X ,"(E, 1)",6,5,4,1,False,0.2161659022859931
1909,9,0.116, X ,"(C, 5)",6,7,4,-1,False,0.04766419460155998
1910,11,0.395, X ,"(D, 6)",7,8,4,-1,False,0.14457420760961637
1911,13,1.017, X ,"(D, 7)",8,9,4,-1,False,0.3047058982127654
1912,15,2.37, X ,"(A, 4)",10,9,4,1,False,0.5276299008713387
1913,17,2.843, X ,"(B, 3)",11,10,4,1,False,0.5846703844643487
1914,19,3.096, X ,"(A, 6)",12,11,4,1,False,0.6123599479677744
1915,21,2.46, X ,"(A, 8)",13,12,4,1,False,0.5390760987927766
1916,23,1.391, X ,"(C, 8)",12,15,4,-3,False,0.3785795761157748
1917,25,1.479, X ,"(G, 3)",12,17,4,-5,False,0.39427652676782143
1918,27,0.997, X ,"(D, 2)",13,18,4,-5,False,0.30037806487070257
1919,29,1.375, X ,"(A, 3)",14,19,4,-5,False,0.3756636139608854
1920,31,0.937, X ,"(A, 1)",13,22,4,-9,False,0.2871296207191108
1921,33,0.585, X ,"(C, 1)",14,23,4,-9,False,0.2000292665537703
1922,35,0.534, X ,"(D, 3)",18,21,4,-3,False,0.18582535961296218
1923,37,0.396, X ,"(D, 1)",17,24,4,-7,False,0.14488541828714227
1924,39,0.513, X ,"(F, 1)",17,26,4,-9,False,0.17983892802318668
1925,41,0.234, X ,"(H, 3)",18,27,4,-9,False,0.09131515969722287
1926,43,0.26, X ,"(H, 4)",20,27,4,-7,False,0.10037054511756291
1927,45,0.193, X ,"(F, 4)",23,26,4,-3,False,0.0766404436703419
1928,47,0.057, X ,"(E, 6)",26,25,4,1,False,0.024074987307426243
1929,49,0.063, X ,"(F, 8)",30,23,4,7,False,0.026533264523296733
1930,51,0.038, X ,"(F, 7)",32,23,4,9,False,0.01619735351243906
1931,53,0.022, X ,"(E, 8)",36,21,4,15,False,0.009450895798693935
1932,55,0.008, X ,"(H, 8)",40,19,4,21,False,0.003460532109506489
1933,57,0.001, X ,"(H, 6)",43,18,4,25,False,0.0004340774793185929
1934,59,0.001, X ,"(H, 1)",49,14,4,35,False,0.0004340774793185929
1935,1,0.096, X ,"(E, 3)",4,1,4,3,False,0.039810554148350386
1936,3,0.266, X ,"(C, 6)",5,2,4,3,False,0.1024337056813363
1937,5,0.31, X ,"(C, 5)",6,3,4,3,False,0.11727129565576427
1938,7,0.896, X ,"(A, 4)",6,5,4,1,False,0.2778383330020474
1939,9,0.898, X ,"(F, 2)",6,7,4,-1,False,0.2782962080912739
1940,11,1.203, X ,"(E, 1)",7,8,4,-1,False,0.34301449715076765
1941,13,0.7, X ,"(C, 4)",8,9,4,-1,False,0.2304489213782739
1942,15,1.946, X ,"(C, 2)",8,11,4,-3,False,0.46923274250661207
1943,17,1.243, X ,"(D, 7)",7,14,4,-7,False,0.3508292735829678
1944,19,1.537, X ,"(C, 8)",8,15,4,-7,False,0.4043204672217307
1945,21,0.815, X ,"(C, 1)",12,13,4,-1,False,0.2588766293721313
1946,23,2.255, X ,"(A, 1)",13,14,4,-1,False,0.5125509929042107
1947,25,1.995, X ,"(H, 1)",15,14,4,1,False,0.4763968267253302
1948,27,1.936, X ,"(G, 3)",16,15,4,1,False,0.4677560512440329
1949,29,1.867, X ,"(D, 2)",17,16,4,1,False,0.4574276929464845
1950,31,1.974, X ,"(F, 3)",19,16,4,3,False,0.47334096418593546
1951,33,2.165, X ,"(D, 6)",20,17,4,3,False,0.500373714353374
1952,35,2.196, X ,"(A, 2)",20,19,4,1,False,0.5046067706419538
1953,37,1.593, X ,"(A, 8)",20,21,4,-1,False,0.4138025167693515
1954,39,1.188, X ,"(H, 4)",21,22,4,-1,False,0.3400473176613931
1955,41,1.082, X ,"(D, 8)",23,22,4,1,False,0.3184807251745173
1956,43,0.886, X ,"(B, 8)",23,24,4,-1,False,0.2755416884013096
1957,45,0.333, X ,"(E, 8)",22,27,4,-5,False,0.1248301494138592
1958,47,0.269, X ,"(A, 6)",29,22,4,7,False,0.10346162209470482
1959,49,0.151, X ,"(H, 6)",33,20,4,13,False,0.06107532362979181
1960,51,0.05, X ,"(F, 4)",42,13,4,29,False,0.021189299069938092
1961,53,0.04, X ,"(G, 6)",46,11,4,35,False,0.01703333929878037
1962,55,0.024, X ,"(H, 8)",44,15,4,29,False,0.010299956639811961
1963,57,0.007, X ,"(G, 7)",49,12,4,37,False,0.003029470553617962
1964,59,0.0, X ,"(F, 8)",53,10,4,43,False,0.0
1965,1,0.109, X ,"(E, 3)",4,1,4,3,False,0.04493154614916006
1966,3,0.218, X ,"(C, 4)",5,2,4,3,False,0.08564728829685654
1967,5,0.884, X ,"(D, 2)",5,4,4,1,False,0.2750808984568585
1968,7,0.709, X ,"(F, 2)",6,5,4,1,False,0.23274206272073686
1969,9,1.043, X ,"(C, 1)",7,6,4,1,False,0.3102683666324476
1970,11,0.669, X ,"(E, 1)",7,8,4,-1,False,0.22245633667924672
1971,13,0.57, X ,"(B, 3)",8,9,4,-1,False,0.19589965240923368
1972,15,1.098, X ,"(C, 3)",7,12,4,-5,False,0.32180548385753904
1973,17,1.964, X ,"(A, 1)",8,13,4,-5,False,0.4718781993072906
1974,19,1.165, X ,"(F, 5)",9,14,4,-5,False,0.33545790068938425
1975,21,1.143, X ,"(B, 5)",9,16,4,-7,False,0.33102217104182863
1976,23,1.859, X ,"(E, 2)",7,20,4,-13,False,0.45621415535798887
1977,25,1.057, X ,"(G, 4)",6,23,4,-17,False,0.313234291694724
1978,27,1.151, X ,"(D, 6)",7,24,4,-17,False,0.3326404103874625
1979,29,1.656, X ,"(A, 4)",9,24,4,-15,False,0.42422807069597984
1980,31,1.153, X ,"(B, 6)",9,26,4,-17,False,0.3330440298234872
1981,33,1.634, X ,"(G, 6)",11,26,4,-15,False,0.420615770625765
1982,35,1.374, X ,"(F, 6)",11,28,4,-17,False,0.3754807146185724
1983,37,1.771, X ,"(H, 4)",12,29,4,-17,False,0.4426365257822317
1984,39,1.66, X ,"(H, 6)",13,30,4,-17,False,0.424881636631067
1985,41,0.728, X ,"(H, 5)",15,30,4,-15,False,0.23754373814287447
1986,43,0.387, X ,"(H, 8)",15,32,4,-17,False,0.14207646107328487
1987,45,0.234, X ,"(G, 7)",16,33,4,-17,False,0.09131515969722287
1988,47,0.221, X ,"(G, 1)",20,31,4,-11,False,0.0867156639448825
1989,49,0.203, X ,"(A, 2)",23,30,4,-7,False,0.08026562733984477
1990,50,0.108, X ,"(D, 7)",29,25,4,4,False,0.04453976039241098
1991,52,0.063, X ,"(A, 7)",33,23,4,10,False,0.026533264523296733
1992,54,0.031, X ,"(A, 8)",35,23,4,12,False,0.013258665283516512
1993,56,0.006, X ,"(D, 8)",41,19,4,22,False,0.0025979807199085947
1994,58,0.002, X ,"(H, 1)",40,22,4,18,False,0.0008677215312269133
1995,60,0.0, X ,"(H, 2)",41,23,4,18,False,0.0
1996,1,0.092, X ,"(E, 3)",4,1,4,3,False,0.03822263836871846
1997,3,0.231, X ,"(C, 4)",5,2,4,3,False,0.09025805293131633
1998,5,0.448, X ,"(B, 4)",6,3,4,3,False,0.1607685618611281
1999,7,0.511, X ,"(C, 2)",6,5,4,1,False,0.1792644643390254
2000,9,0.871, X ,"(G, 3)",7,6,4,1,False,0.27207378750000993
2001,11,0.534, X ,"(C, 3)",7,8,4,-1,False,0.18582535961296218
2002,13,1.278, X ,"(F, 4)",8,9,4,-1,False,0.3575537197430816
2003,15,1.253, X ,"(C, 1)",9,10,4,-1,False,0.35276119172383086
2004,17,2.18, X ,"(A, 1)",8,13,4,-5,False,0.5024271199844327
2005,19,1.455, X ,"(H, 1)",10,13,4,-3,False,0.3900514964589873
2006,21,1.622, X ,"(E, 1)",11,14,4,-3,False,0.41863268735406545
2007,23,1.831, X ,"(F, 1)",11,16,4,-5,False,0.451939869365103
2008,25,1.037, X ,"(H, 2)",11,18,4,-7,False,0.3089910290001641
2009,27,0.909, X ,"(E, 2)",12,19,4,-7,False,0.2808059283936668
2010,29,0.486, X ,"(B, 2)",13,20,4,-7,False,0.1720188094245565
2011,31,0.458, X ,"(A, 4)",11,24,4,-13,False,0.1637575239819558
2012,33,0.539, X ,"(C, 5)",13,24,4,-11,False,0.18723861983147874
2013,35,0.614, X ,"(A, 5)",14,25,4,-11,False,0.20790353038605158
2014,37,0.405, X ,"(B, 6)",14,27,4,-13,False,0.1476763242410987
2015,39,0.55, X ,"(G, 5)",16,27,4,-11,False,0.1903316981702915
2016,41,0.334, X ,"(A, 7)",24,21,4,3,False,0.12515582958053018
2017,43,0.346, X ,"(F, 7)",26,21,4,5,False,0.12904505988795806
2018,45,0.687, X ,"(D, 7)",29,20,4,9,False,0.22711508258912522
2019,47,0.574, X ,"(H, 4)",33,18,4,15,False,0.19700472802304572
2020,49,0.581, X ,"(H, 5)",37,16,4,21,False,0.19893186993220904
2021,51,0.154, X ,"(A, 8)",38,17,4,21,False,0.06220580881971259
2022,53,0.069, X ,"(D, 8)",44,13,4,31,False,0.028977705208777998
2023,55,0.03, X ,"(H, 6)",44,15,4,29,False,0.012837224705172217
2024,57,0.007, X ,"(C, 8)",39,22,4,17,False,0.003029470553617962
2025,59,0.001, X ,"(H, 8)",46,17,4,29,False,0.0004340774793185929
2026,1,0.154, X ,"(E, 3)",4,1,4,3,False,0.06220580881971259
2027,3,0.178, X ,"(F, 4)",5,2,4,3,False,0.07114529045108281
2028,5,0.816, X ,"(G, 3)",5,4,4,1,False,0.2591158441850663
2029,7,1.137, X ,"(E, 2)",6,5,4,1,False,0.3298045221640694
2030,9,1.55, X ,"(C, 1)",6,7,4,-1,False,0.4065401804339551
2031,11,0.469, X ,"(C, 4)",5,10,4,-5,False,0.16702179579025644
2032,13,1.094, X ,"(C, 2)",6,11,4,-5,False,0.3209766773428236
2033,15,1.457, X ,"(B, 4)",7,12,4,-5,False,0.3904051564800809
2034,17,1.318, X ,"(A, 1)",9,12,4,-3,False,0.3651134316275772
2035,19,1.414, X ,"(B, 3)",10,13,4,-3,False,0.3827372657613304
2036,21,1.242, X ,"(D, 1)",10,15,4,-5,False,0.35063560825895435
2037,23,1.099, X ,"(C, 5)",11,16,4,-5,False,0.3220124385824005
2038,25,1.479, X ,"(A, 4)",11,18,4,-7,False,0.39427652676782143
2039,27,0.726, X ,"(A, 6)",13,18,4,-5,False,0.2370407913791908
2040,29,0.745, X ,"(B, 7)",13,20,4,-7,False,0.24179543129519873
2041,31,0.693, X ,"(C, 7)",12,23,4,-11,False,0.22865695810893527
2042,33,0.909, X ,"(C, 6)",14,23,4,-9,False,0.2808059283936668
2043,35,0.441, X ,"(E, 6)",12,27,4,-15,False,0.15866398081398933
2044,37,0.496, X ,"(C, 8)",13,28,4,-15,False,0.17493159352844256
2045,39,0.623, X ,"(E, 7)",13,30,4,-17,False,0.21031851982623187
2046,41,0.49, X ,"(F, 8)",14,31,4,-17,False,0.17318626841227402
2047,43,0.54, X ,"(F, 1)",13,34,4,-21,False,0.18752072083646307
2048,45,0.336, X ,"(A, 8)",19,30,4,-11,False,0.1258064581395269
2049,47,0.223, X ,"(G, 2)",27,24,4,3,False,0.08742645703628549
2050,49,0.112, X ,"(H, 8)",33,20,4,13,False,0.046104787246038705
2051,51,0.066, X ,"(H, 1)",35,20,4,15,False,0.027757204690553483
2052,53,0.037, X ,"(H, 4)",39,18,4,21,False,0.01577875638904093
2053,55,0.019, X ,"(G, 7)",47,12,4,35,False,0.008174184006426355
2054,57,0.006, X ,"(H, 6)",51,10,4,41,False,0.0025979807199085947
2055,59,0.001, X ,"(G, 5)",58,5,4,53,False,0.0004340774793185929
2056,1,0.149, X ,"(E, 3)",4,1,4,3,False,0.060320028688285184
2057,3,0.161, X ,"(F, 4)",5,2,4,3,False,0.06483221973857385
2058,5,0.882, X ,"(G, 3)",5,4,4,1,False,0.2746196190912381
2059,7,0.748, X ,"(G, 4)",6,5,4,1,False,0.24254142829838424
2060,9,1.446, X ,"(H, 1)",8,5,4,3,False,0.38845645270026663
2061,11,1.15, X ,"(C, 6)",8,7,4,1,False,0.33243845991560533
2062,13,0.661, X ,"(D, 2)",7,10,4,-3,False,0.2203696324513945
2063,15,0.881, X ,"(B, 3)",8,11,4,-3,False,0.2743887955503789
2064,17,0.536, X ,"(H, 3)",8,13,4,-5,False,0.1863912156954932
2065,19,0.995, X ,"(F, 1)",10,13,4,-3,False,0.2999429000227671
2066,21,0.6, X ,"(E, 2)",10,15,4,-5,False,0.2041199826559248
2067,23,0.787, X ,"(G, 6)",12,15,4,-3,False,0.2521245525056442
2068,25,1.441, X ,"(C, 2)",12,17,4,-5,False,0.38756777941718856
2069,27,1.035, X ,"(C, 5)",13,18,4,-5,False,0.30856441356123887
2070,29,0.997, X ,"(C, 7)",11,22,4,-11,False,0.30037806487070257
2071,31,1.005, X ,"(A, 8)",11,24,4,-13,False,0.3021143769562011
2072,33,0.468, X ,"(A, 5)",11,26,4,-15,False,0.1667260555800517
2073,35,0.274, X ,"(B, 4)",12,27,4,-15,False,0.10516942799933163
2074,37,0.881, X ,"(F, 2)",14,27,4,-13,False,0.2743887955503789
2075,39,0.509, X ,"(A, 3)",17,26,4,-9,False,0.17868923977558981
2076,41,0.381, X ,"(H, 4)",14,31,4,-17,False,0.1401936785786313
2077,43,0.178, X ,"(C, 1)",20,27,4,-7,False,0.07114529045108281
2078,45,0.132, X ,"(E, 7)",20,29,4,-9,False,0.053846426852252674
2079,47,0.241, X ,"(H, 6)",21,30,4,-9,False,0.09377178149872986
2080,49,0.078, X ,"(H, 8)",22,31,4,-9,False,0.03261876085071993
2081,50,0.065, X ,"(A, 7)",24,30,4,-6,False,0.027349607774756507
2082,51,0.076, X ,"(G, 5)",30,25,4,5,False,0.0318122713303704
2083,53,0.043, X ,"(A, 1)",35,22,4,13,False,0.018284308426530838
2084,55,0.015, X ,"(F, 7)",47,12,4,35,False,0.006466042249231681
2085,57,0.002, X ,"(E, 8)",50,11,4,39,False,0.0008677215312269133
2086,59,0.0, X ,"(G, 8)",52,11,4,41,False,0.0
2087,1,0.132, X ,"(E, 3)",4,1,4,3,False,0.053846426852252674
2088,3,0.161, X ,"(F, 4)",5,2,4,3,False,0.06483221973857385
2089,5,0.812, X ,"(G, 3)",5,4,4,1,False,0.25815819334079426
2090,7,0.787, X ,"(H, 3)",6,5,4,1,False,0.2521245525056442
2091,9,1.746, X ,"(H, 1)",7,6,4,1,False,0.4387005329007363
2092,11,0.844, X ,"(D, 3)",8,7,4,1,False,0.2657609167176105
2093,13,0.72, X ,"(C, 1)",8,9,4,-1,False,0.2355284469075489
2094,15,0.706, X ,"(E, 1)",8,11,4,-3,False,0.2319790268315042
2095,17,0.761, X ,"(C, 4)",10,11,4,-1,False,0.24575935596727694
2096,19,1.755, X ,"(F, 6)",12,11,4,1,False,0.44012160318780386
2097,21,1.74, X ,"(A, 1)",16,9,4,7,False,0.437750562820388
2098,23,1.998, X ,"(B, 6)",17,10,4,7,False,0.4768316285122607
2099,25,1.142, X ,"(B, 4)",18,11,4,7,False,0.3308194664958368
2100,27,2.312, X ,"(A, 3)",18,13,4,5,False,0.5200903281128425
2101,29,1.646, X ,"(B, 5)",19,14,4,5,False,0.42258983985148213
2102,31,1.952, X ,"(H, 5)",19,16,4,3,False,0.470116353151004
2103,33,2.106, X ,"(G, 5)",20,17,4,3,False,0.4922014513925397
2104,35,2.297, X ,"(H, 6)",20,19,4,1,False,0.518118947143153
2105,37,1.343, X ,"(H, 8)",20,21,4,-1,False,0.36977228859696276
2106,39,1.459, X ,"(E, 7)",21,22,4,-1,False,0.3907585287387172
2107,41,1.288, X ,"(F, 8)",19,26,4,-7,False,0.35945602012098665
2108,43,0.647, X ,"(G, 7)",20,27,4,-7,False,0.21669359916975436
2109,45,0.111, X ,"(E, 2)",21,28,4,-7,False,0.04571405894086761
2110,47,0.128, X ,"(A, 2)",23,28,4,-5,False,0.05230909964732353
2111,48,0.128, X ,"(A, 4)",25,27,4,-2,False,0.05230909964732353
2112,49,0.104, X ,"(A, 7)",29,24,4,5,False,0.04296907339318013
2113,51,0.091, X ,"(A, 8)",35,20,4,15,False,0.037824750588341866
2114,53,0.064, X ,"(E, 8)",38,19,4,19,False,0.0269416279590294
2115,55,0.031, X ,"(C, 8)",42,17,4,25,False,0.013258665283516512
2116,57,0.005, X ,"(E, 6)",44,17,4,27,False,0.0021660617565076304
2117,59,0.0, X ,"(G, 4)",46,17,4,29,False,0.0
2118,1,0.14, X ,"(E, 3)",4,1,4,3,False,0.05690485133647264
2119,3,0.216, X ,"(C, 6)",5,2,4,3,False,0.08493357493671612
2120,5,0.46, X ,"(C, 4)",6,3,4,3,False,0.1643528557844371
2121,7,0.478, X ,"(C, 7)",7,4,4,3,False,0.16967443405880692
2122,9,0.883, X ,"(G, 3)",8,5,4,3,False,0.2748503200166648
2123,11,1.059, X ,"(A, 8)",9,6,4,3,False,0.31365634661803143
2124,13,0.86, X ,"(A, 3)",9,8,4,1,False,0.2695129442179163
2125,15,1.237, X ,"(C, 3)",10,9,4,1,False,0.3496659840966297
2126,17,2.712, X ,"(B, 5)",11,10,4,1,False,0.5696079675468245
2127,19,3.939, X ,"(D, 1)",12,11,4,1,False,0.6936390261615483
2128,21,2.649, X ,"(A, 5)",12,13,4,-1,False,0.5621738633646483
2129,23,2.753, X ,"(D, 3)",13,14,4,-1,False,0.5743785644130824
2130,25,3.514, X ,"(A, 7)",14,15,4,-1,False,0.6545615547417432
2131,27,2.392, X ,"(B, 8)",15,16,4,-1,False,0.5304558435846762
2132,29,2.165, X ,"(G, 4)",16,17,4,-1,False,0.500373714353374
2133,31,1.317, X ,"(H, 1)",16,19,4,-3,False,0.3649260337899756
2134,33,1.068, X ,"(E, 7)",16,21,4,-5,False,0.3155505344219049
2135,35,0.911, X ,"(D, 8)",17,22,4,-5,False,0.2812606870550129
2136,37,0.736, X ,"(E, 8)",18,23,4,-5,False,0.2395497208404731
2137,39,0.306, X ,"(B, 3)",20,23,4,-3,False,0.11594317693905513
2138,41,0.155, X ,"(D, 6)",21,24,4,-3,False,0.06258198422816312
2139,43,0.071, X ,"(G, 7)",23,24,4,-1,False,0.029789470831855614
2140,45,0.154, X ,"(A, 1)",24,25,4,-1,False,0.06220580881971259
2141,47,0.027, X ,"(F, 2)",26,25,4,1,False,0.01157044359727816
2142,49,0.09, X ,"(B, 2)",31,22,4,9,False,0.037426497940623665
2143,51,0.067, X ,"(F, 6)",33,22,4,11,False,0.028164419424469872
2144,53,0.066, X ,"(H, 2)",37,20,4,17,False,0.027757204690553483
2145,55,0.023, X ,"(H, 8)",37,22,4,15,False,0.009875633712160119
2146,57,0.005, X ,"(F, 8)",39,22,4,17,False,0.0021660617565076304
2147,59,0.001, X ,"(H, 5)",46,17,4,29,False,0.0004340774793185929
2148,1,0.072, X ,"(E, 3)",4,1,4,3,True,0.03019478535675124
2149,3,0.128, X ,"(C, 6)",5,2,4,3,True,0.05230909964732353
2150,5,0.316, X ,"(D, 2)",6,3,4,3,True,0.1192558892779367
2151,7,0.607, X ,"(F, 3)",7,4,4,3,True,0.20601587676334454
2152,9,0.547, X ,"(C, 1)",7,6,4,1,True,0.18949031369936759
2153,11,0.91, X ,"(E, 1)",8,7,4,1,True,0.2810333672477276
